時間,Group1_AI分析中#08,Group2_AI分析中#07,Group3_AI分析中#03,Group4_AI分析中#01,Group4_AI分析中#04,Group5_AI分析中#02,Group5_AI分析中#05,Group5_AI分析中#06,
00:00,0,108.60000000000001,185.60000000000002,52.800000000000004,978.8000000000001,8536.4,393,734.1999999999999,
00:01,0,110.00000000000001,195.2,65.4,1013.1999999999999,8870.2,408.8,768.8,
00:02,0,107.80000000000001,195.2,76.6,1180,10066,452.59999999999997,900.6,
00:03,0,104.2,224.40000000000003,77.4,1173.8,10150.6,460.79999999999995,910,
00:04,0,103.4,216.8,83.39999999999999,1159.8000000000002,10078,465.59999999999997,884.8000000000001,
00:05,0,97.6,206.2,91.4,1167.3999999999999,10030.4,463.99999999999994,877.9999999999999,
00:06,0,106.4,209.20000000000002,62.4,1000.2,9047.8,423.59999999999997,818.8000000000001,
00:07,0,101.8,203.79999999999998,49.2,943,8550,392.6,748.8000000000001,
00:08,0,100.8,212.6,61,961,8612,402.4,760.2,
00:09,0,96.2,211.60000000000002,52.800000000000004,960.8000000000001,8498.6,396.8,766.2,
00:10,0,102.2,223.8,41.6,920.4000000000001,8468.6,396.4,775.6,
00:11,0,100.4,236,41,940.8,8525.8,387,758.1999999999999,
00:12,0,94.39999999999999,246.20000000000002,67.80000000000001,1121.2,9468.4,425.4,837.4000000000001,
00:13,0,88.2,254,92.80000000000001,1184.8000000000002,9993,445.4,876,
00:14,0,87.4,244.4,82,1224,9845,431.59999999999997,880.8,
00:15,0,91.60000000000001,249.40000000000003,86.2,1160.2,9996,451.19999999999993,917.4,
00:16,0,84.8,243.4,60,1062.4,9023,411.4,840.1999999999999,
00:17,0,72,249.8,66.60000000000001,1032.8,8485.4,381.8,781,
00:18,0,57.199999999999996,228.6,72.6,1120.8,8288.2,365.6,779.6,
00:19,0,63.2,237.8,71.6,1104.8,8466.800000000001,370.40000000000003,791,
00:20,0,55.60000000000001,222.40000000000003,72.8,1225.2,8321,367.2,787.8,
00:21,0,61.8,229.8,79.2,1125,8428.8,375.8,790.4,
00:22,0,56.00000000000001,229.99999999999997,79.60000000000001,1117.8000000000002,8338.6,369.6,782.8000000000001,
00:23,0,76.2,231,52.6,1055.4,8386.199999999999,367.8,789.4,
00:24,0,76,205.20000000000002,34,1031.6000000000001,7963.200000000001,353,759.1999999999999,
00:25,0,75.4,198,31,1010,8016.200000000001,353.2,770.2,
00:26,0,72.39999999999999,197.6,10.2,919.4000000000001,7567,332.8,721.6,
00:27,0,69,202,17.4,917.4,7544.400000000001,336.8,713,
00:28,0,78.2,219.20000000000002,23.599999999999998,1058.2,8658,376.79999999999995,819.2,
00:29,0,81.2,232.20000000000002,61.6,1132.1999999999998,9497.4,418,875.4,
00:30,0,83.8,254.6,85.8,1267.3999999999999,9986.6,436.00000000000006,926.4,
00:31,0,68.8,210.2,34.8,1031.8,8065.6,353.79999999999995,750,
00:32,0,67.2,225.8,14.799999999999999,934.4,7530.800000000001,336.2,719.4,
00:33,0,67.2,229.4,9,913.0000000000001,7553,332,716.4,
00:34,0,62.2,221.4,15.6,945.5999999999999,7495.8,332,716.4,
00:35,0,64.60000000000001,214.4,24.2,919.9999999999999,7559.2,334.4,698.8000000000001,
00:36,0,66.2,189.79999999999998,8.200000000000001,951.2,7529.4,327.8,720.2,
00:37,0,66.4,193,17.2,950.6,7548.4,327.2,718,
00:38,0,67.60000000000001,198.2,10,974.2,7501.2,331.2,726.4,
00:39,0,62,201.2,18.2,959.6,7514.799999999999,342.8,714.6,
00:40,0,63.6,194.79999999999998,18.6,958,7488.200000000001,328.79999999999995,719.6,
00:41,0,52,195.2,26.400000000000002,999.4,7449.8,324.40000000000003,719.4,
00:42,0,51.2,192.6,40,1020.4000000000001,7468.2,326.6,714.8,
00:43,0,55.2,193.79999999999998,33.6,1013.0000000000001,7474.4,332.4,723.2,
00:44,0,45.800000000000004,180.8,44.6,1061.8,7459.4,318.8,696.4000000000001,
00:45,0,49,182,33.4,1050.3999999999999,7474.4,321.8,720,
00:46,0,41.8,191.79999999999998,40.400000000000006,1077.8,7389.799999999999,326,721.6,
00:47,0.4,43.6,204,44.6,1016,7446.8,328,710.4,
00:48,0.6,44.800000000000004,199.2,34.2,997.4,7465.4,327.8,726.1999999999999,
00:49,1.4000000000000001,41.4,189.79999999999998,28.4,1101.3999999999999,7401.2,316.40000000000003,732.8000000000001,
00:50,1,45.800000000000004,188,39.800000000000004,1011.4000000000001,7459.8,325.2,717.4000000000001,
00:51,1,44.800000000000004,193.2,28.799999999999997,1029.8,7418.2,315.4,745.4,
00:52,0,39.2,185.20000000000002,34.4,960.8000000000001,6782.4,297,659,
00:53,0,0,0,0,0,0,0,0,
00:54,0,0,0,0,0,0,0,0,
00:55,0,0,0,0,0,0,0,0,
00:56,0,0,0,0,0,0,0,0,
00:57,0,0,0.4,0,0,0,0.2,0.2,
00:58,0,0,0,0,0,0,0,0,
00:59,0,0,0,0,0,0,0,0,
01:00,0,0,0,0,0,0,0,0,
01:01,0,0,0,0,0,0,0,0,
01:02,0,0,0,0,0,0,0,0,
01:03,0,0.2,0,0,0,0,0,0.2,
01:04,0,0,0,0,0,0,0,0,
01:05,0,0,0,0,0,0,0,0,
01:06,0,0,0,0,0,0,0,0,
01:07,0,0,0,0,0,0,0,0,
01:08,0,0,0,0,0,0,0,0,
01:09,0,0,0,0,0,0,0,0,
01:10,0,0,0,0,0,0,0,0,
01:11,0,0,0,0,0,0,0,0,
01:12,0,0,0,0,0,0,0,0,
01:13,0,0,0.4,0,0,0,0.2,0.2,
01:14,0,0,0,0,0,0,0,0,
01:15,0,0,0,0,0,0,0,0,
01:16,0,0,0,0,0,0,0,0,
01:17,0,0,0,0,0,0,0,0,
01:18,0,0,0,0,0,0,0,0,
01:19,0,0,0,0,0,0,0,0,
01:20,0,0,0,0,0,0,0,0,
01:21,0,0,0,0,0,0,0,0,
01:22,0,0,0,0,0,0,0,0,
01:23,0,0,0,0,0,0,0,0,
01:24,0,0,0,0,0,0,0,0,
01:25,0,0,0,0,0,0,0,0,
01:26,0,0,0,0,0,0,0,0,
01:27,0,0,0,0,0,0,0,0,
01:28,0,0,0,0,0,0,0,0,
01:29,0,0,0,0,0,0,0,0,
01:30,0,0,0,0,0,0,0,0,
01:31,0,0,0,0,0,0,0,0,
01:32,0,0,0,0,0,0,0,0,
01:33,0,0,0,0,0,0,0,0,
01:34,0,0,0,0,0,0,0,0,
01:35,0,0,0,0,0,0,0,0,
01:36,0,0,0,0,0,0,0,0,
01:37,0,0,0,0,0,0,0,0,
01:38,0,0,0,0,0,0,0,0,
01:39,0,0,0,0,0,0,0,0,
01:40,0,0.2,0.2,0,0,0,0,0.2,
01:41,0,0,0,0,0,0,0,0,
01:42,0,0,0,0,0,0,0,0,
01:43,0,0,0,0,0,0,0,0,
01:44,0,0,0,0,0,0,0,0,
01:45,0,0,0,0,0,0,0,0,
