時間,Group1_AI分析中#08,Group2_AI分析中#02,Group3_AI分析中#01,Group4_AI分析中#06,Group5_AI分析中#03,Group5_AI分析中#04,Group5_AI分析中#05,Group5_AI分析中#07,
00:00,0,0,14.799999999999999,47,98.6,0,0,0,
00:01,0,0,14.2,48,100,0,0,0,
00:02,0,0,14.399999999999999,46.400000000000006,99,0,0,0,
00:03,0,0,14.6,47,98.2,0,0,0,
00:04,0,0,14.399999999999999,46.800000000000004,100.6,0,0,0,
00:05,0,0,13.600000000000001,48.199999999999996,98.8,0,0,0,
00:06,0,0,14.399999999999999,47.4,99.6,0,0,0,
00:07,0,0,13.600000000000001,47.199999999999996,101.2,0,0,0,
00:08,0,0,14.000000000000002,47,100.4,0,0,0,
00:09,0,0,14.399999999999999,47.4,100,0,0,0,
00:10,0,0,14.000000000000002,47.199999999999996,100.4,0,0,0,
00:11,0,0,14.399999999999999,47,99.4,0,0,0,
00:12,0,0,13.8,47.4,100.2,0,0,0,
00:13,0,0,13.8,47.199999999999996,100.6,0,0,0,
00:14,0,0,14.2,47.4,101.2,0,0,0,
00:15,0,0,13.600000000000001,47.199999999999996,100.8,0,0,0,
00:16,0,0,14.000000000000002,48.6,99.8,0,0,0,
00:17,0,0,14.399999999999999,47.4,99.8,0,0,0,
00:18,0,0,13.200000000000001,47,101.6,0,0,0,
00:19,0,0,13.8,47.599999999999994,99.8,0,0,0,
00:20,0,0,13.8,47.4,102.2,0,0,0,
00:21,0,0,13.8,47.8,101.4,0,0,0,
00:22,0,0,13.8,47,101.4,0,0,0,
00:23,0,0,13.8,46.6,100.4,0,0,0,
00:24,0,0,14.000000000000002,46.6,101.2,0,0,0,
00:25,0,0,14.2,46.400000000000006,101.2,0,0,0,
00:26,0,0,13.8,47.199999999999996,100.8,0,0,0,
00:27,0,0,13.4,47.199999999999996,101.6,0,0,0,
00:28,0,0,14.399999999999999,47.199999999999996,100.8,0,0,0,
00:29,0,0,14.000000000000002,47.4,100.2,0,0,0,
00:30,0,0,13.600000000000001,48,100,0,0,0,
00:31,0,0,13.200000000000001,46.800000000000004,101,0,0,0,
00:32,0,0,13.200000000000001,47,100.8,0,0,0,
00:33,0,0,13.8,46.400000000000006,101,0,0,0,
00:34,0,0,12.8,46.800000000000004,101.8,0,0,0,
00:35,0,0,13.600000000000001,47.599999999999994,101.4,0,0,0,
00:36,0,0,14.000000000000002,47.199999999999996,101.6,0,0,0,
00:37,0,0,13.200000000000001,46.800000000000004,100.8,0,0,0,
00:38,0,0,13.8,47.199999999999996,101,0,0,0,
00:39,0,0,13.8,46.800000000000004,100.8,0,0,0,
00:40,0,0,13.600000000000001,47.599999999999994,101.6,0,0,0,
00:41,0,0,14.000000000000002,46.800000000000004,102.60000000000001,0,0,0,
00:42,0,0,14.000000000000002,47.599999999999994,101.4,0,0,0,
00:43,0,0,13.200000000000001,46.800000000000004,101.6,0,0,0,
00:44,0,0,13.8,47.199999999999996,101.4,0,0,0,
00:45,0,0,12.8,47,102.4,0,0,0,
00:46,0,0,13.200000000000001,47,102,0,0,0,
00:47,0,0,13.8,47,101.6,0,0,0,
00:48,0,0,13,46.800000000000004,102.2,0,0,0,
00:49,0,0,13.200000000000001,46.400000000000006,102,0,0,0,
00:50,0,0,13.200000000000001,47.4,103,0,0,0,
00:51,0,0,13.200000000000001,47.599999999999994,102.8,0,0,0,
00:52,0,0,13.8,47.199999999999996,101.8,0,0,0,
00:53,0,0,13.600000000000001,47.599999999999994,101.6,0,0,0,
00:54,0,0,13.200000000000001,47.199999999999996,102.4,0,0,0,
00:55,0,0,13.200000000000001,47.199999999999996,102,0,0,0,
00:56,0,0,12.8,47,102.4,0,0,0,
00:57,0,0,13.200000000000001,47.4,102.4,0,0,0,
00:58,0,0,13.600000000000001,47,101.8,0,0,0,
00:59,0,0,13.200000000000001,47.199999999999996,102.60000000000001,0,0,0,
01:00,0,0,13.4,47.4,102.60000000000001,0,0,0,
01:01,0,0,13.600000000000001,47.4,102.60000000000001,0,0,0,
01:02,0,0,13.200000000000001,47.4,103.2,0,0,0,
01:03,0,0,12.8,47,102.60000000000001,0,0,0,
01:04,0,0,13.600000000000001,47.599999999999994,102.2,0,0,0,
01:05,0,0,13.200000000000001,47,102.2,0,0,0,
