時間,Group1_AI分析中#08,Group2_AI分析中#02,Group3_AI分析中#01,Group4_AI分析中#06,Group5_AI分析中#03,Group5_AI分析中#04,Group5_AI分析中#05,Group5_AI分析中#07,
00:00,0,0,11.799999999999999,46.6,102.60000000000001,0,0,0,
00:01,0,0,11.799999999999999,46.800000000000004,102.2,0,0,0,
00:02,0,0,12.4,46.800000000000004,102.60000000000001,0,0,0,
00:03,0,0,12,47.199999999999996,103,0,0,0,
00:04,0,0,12.2,46.400000000000006,102.4,0,0,0,
00:05,0,0,13,47.4,102.60000000000001,0,0,0,
00:06,0,0,12.4,47.599999999999994,103,0,0,0,
00:07,0,0,12,47.599999999999994,102.4,0,0,0,
00:08,0,0,13,47.8,102.2,0,0,0,
00:09,0,0,12.8,47.599999999999994,102.8,0,0,0,
00:10,0,0,14.399999999999999,47,102.4,0,0,0,
00:11,0,0,12.8,48.4,102,0,0,0,
00:12,0,0,12.6,47,102.8,0,0,0,
00:13,0,0,13,47.8,102.8,0,0,0,
00:14,0,0,13,47.599999999999994,101.8,0,0,0,
00:15,0,0,13,47.8,102.60000000000001,0,0,0,
00:16,0,0,12,47.4,103.2,0,0,0,
00:17,0,0,12.6,47.4,103.4,0,0,0,
00:18,0,0,12.4,48,103.2,0,0,0,
00:19,0,0,12.6,47.4,103,0,0,0,
00:20,0,0,12.2,47.4,103,0,0,0,
00:21,0,0,13.200000000000001,47.599999999999994,102.2,0,0,0,
00:22,0,0,12.4,47.599999999999994,103,0,0,0,
00:23,0,0,12.8,47.599999999999994,102.60000000000001,0,0,0,
00:24,0,0,12.2,47.4,102.8,0,0,0,
00:25,0,0,12.6,47.599999999999994,102.60000000000001,0,0,0,
00:26,0,0,13.8,46.6,103.4,0,0,0,
00:27,0,0,12.4,47.4,102.60000000000001,0,0,0,
00:28,0,0,12.6,47,102.60000000000001,0,0,0,
00:29,0,0,12.8,47.4,102,0,0,0,
00:30,0,0,13.200000000000001,47,103,0,0,0,
00:31,0,0,13,47.4,102.60000000000001,0,0,0,
00:32,0,0,13,47.599999999999994,103,0,0,0,
00:33,0,0,12.6,48.199999999999996,102.60000000000001,0,0,0,
00:34,0,0,12.4,48.199999999999996,103.60000000000001,0,0,0,
00:35,0,0,13.4,48,103.2,0,0,0,
00:36,0,0,13,47.8,103.2,0,0,0,
00:37,0,0,13.4,47,103.2,0,0,0,
00:38,0,0,13.200000000000001,47.4,102.60000000000001,0,0,0,
00:39,0,0,12.8,47.8,102.8,0,0,0,
00:40,0,0,13.200000000000001,47.599999999999994,102,0,0,0,
00:41,0,0,13.4,47.8,101.8,0,0,0,
