時間,Group1_AI分析中#08,Group2_AI分析中#04,Group3_AI分析中#06,Group4_AI分析中#05,Group5_AI分析中#01,Group5_AI分析中#02,Group5_AI分析中#03,Group5_AI分析中#07,
00:00,0,1.6,2,0.2,0,0,5.800000000000001,0.6,
00:01,0,1.6,3.5999999999999996,0,0,0.4,6.4,0.6,
00:02,1.4000000000000001,0,670.4,4174.8,3720.4,16385.6,1372,1839.3999999999999,
00:03,0,0,357,3429.8,3610.2,16009.2,1272.4,1983.6,
00:04,0,0,346,3404.8,3593.3999999999996,16018.4,1238.8,1989.2,
00:05,0,0,327.59999999999997,3588.0000000000005,3596.2000000000003,15797.999999999998,1292.6,1960.2,
00:06,0,1,84,813.1999999999999,827.8000000000001,3652.7999999999997,305,453,
00:07,0,1.7999999999999998,1.7999999999999998,0.4,0,0,7.3999999999999995,0.6,
00:08,0,2,1.4000000000000001,0,0,0,8.4,0.4,
00:09,0,1.4000000000000001,1.7999999999999998,0,0,0,8.6,0.2,
00:10,0,1.6,1.2,0,0,0,10.6,0.4,
00:11,0,1,0.6,0,0,0,11,0.8,
00:12,0,0.6,214.8,1903,1803.6000000000001,8015.4,686.2,1022.4,
00:13,0.2,0,390.8,3628.7999999999997,3503.4,15628.6,1318.3999999999999,1961.4,
00:14,0.2,0,380.4,3589.8,3525.3999999999996,15674.199999999999,1306.6000000000001,1965.6,
00:15,0,0,379,3723.4,3456.4,15503.800000000001,1360.6,1961.1999999999998,
00:16,0,1,127.2,1229.8,1152,5160.6,441.8,654.6,
00:17,0,1.6,1.2,0,0,0,9.2,1.2,
00:18,0,1.7999999999999998,1.4000000000000001,0,0,0,9.8,0.4,
00:19,0,2,2,0,0,0,9,0.2,
00:20,0,1.6,1,0.2,0,0,9.8,0.2,
00:21,0,1.6,1.7999999999999998,0,0,0,9,0.2,
00:22,0,1.6,1.4000000000000001,0,0,0,10.6,0.2,
00:23,0,1.7999999999999998,1.6,0.2,0,0,10,0.4,
00:24,0,1.7999999999999998,2.1999999999999997,0,0,0,9.2,0.2,
00:25,0,1.2,1.2,0,0.2,0,10,1.4000000000000001,
00:26,0,1.2,1.6,0,0,0,10.2,0.2,
00:27,0,1.6,1.4000000000000001,0.2,0.2,0,9,0.4,
00:28,0,0.4,226.2,2186,1891.4,8518,776.4,1088,
00:29,1.7999999999999998,0,415.2,3891.2,3415.6,15250.800000000001,1396,1969.2,
00:30,1.4000000000000001,0,444.20000000000005,4036.8,3489.3999999999996,14974.199999999999,1440.4,1972.4,
