時間,Group1_Production_産業機械_#03,Group1_Production_産業機械_#08,Group1_Production_産業機械_#12,Group1_Production_産業機械_#13,Group2_Production_産業機械_#01,Group2_Production_産業機械_#02,Group2_Production_産業機械_#05,Group3_Production_産業機械_#10,Group3_Production_産業機械_#11,Group3_Production_産業機械_#15,Group4_Production_産業機械_#16,Group5_Production_産業機械_#07,Group6_Production_産業機械_#14,Group7_Production_産業機械_#09,Group8_Production_産業機械_#04,Group9_Production_産業機械_#06,
00:00,6083,3715.4000000000005,4141,8306.199999999999,3915.9999999999995,922.1999999999999,3732.8,4454.6,1505.6,2309.6,8.799999999999999,3261,646.4000000000001,0,0,966,
00:01,6849.200000000001,3824.7999999999997,4956,8882.800000000001,4944.2,1105,4693.8,3416.7999999999997,992.6,2378.8,21.2,5951.599999999999,508,139.2,28.000000000000004,878.9999999999999,
00:02,5304.4,4715.8,4098.400000000001,6914.400000000001,3559.2,897.1999999999999,3024.4,4724.6,1158.8,3006.2000000000003,18.8,6263.8,449.4,104.2,10.2,1265.1999999999998,
00:03,6494,4327.6,3829.6,7494.599999999999,5269,948.8,4529,4716.400000000001,1071.4,2725.4,33.800000000000004,2137.4,268.6,175.8,204.6,1127.2,
00:04,5566.400000000001,4499.8,3821.3999999999996,6545.8,3129,823.4,2716.7999999999997,4302.6,1141.3999999999999,2578.2,41,4283.599999999999,252.99999999999997,228.6,148,752.8,
00:05,4778.2,5368.8,3623.6,5973.8,3393.3999999999996,944.9999999999999,3165.2000000000003,4444.599999999999,1146.8,2674.4,43,3601.6,247.8,152.4,227.59999999999997,983.4,
00:06,4349,4967.2,3960.7999999999997,5772.6,3484.5999999999995,906,3165.6,3832.6,1020.4000000000001,2690.2000000000003,22.6,5164.6,246,279,104,1065,
00:07,3832.2000000000003,4615.400000000001,3600.2000000000003,4964.4,2915.6,881.8,2590.2000000000003,4344,1062.6,2500.7999999999997,37.2,3652.4,130.20000000000002,161.20000000000002,54.6,798.6,
00:08,4605.2,2561.2,3577.4,6828.400000000001,5037.400000000001,1336.2,5774.2,2393.4,866.6,3285.6000000000004,0,6553.400000000001,610.2,84.2,512,1031.6000000000001,
00:09,5547.6,3977.6000000000004,5031.4,7869.400000000001,4403.6,1124.4,4620,2702.7999999999997,827,2070.6,0,12348.4,501.40000000000003,61.6,213.20000000000002,1332.8,
00:10,7519.599999999999,3656,4134,7607.599999999999,5707.200000000001,1383.8,5498,2976,727.2,3091.2,18,8248,221.20000000000002,161.20000000000002,183.20000000000002,1333.2,
00:11,5693.8,3745.0000000000005,5126.400000000001,8623,4236,1170,4551.400000000001,4473,1291.8,2765,0,5492,517.4000000000001,212.4,163.6,283,
00:12,6676.000000000001,4206.4,4233.2,7047.6,4150.2,910,3680.4,3553.2,847.0000000000001,2438.2000000000003,32.6,5542.799999999999,238.60000000000002,37,23.799999999999997,659.8,
00:13,5499.4,3302.0000000000005,5274.8,7712,3640.2000000000003,719,3072.8,3080.3999999999996,979.5999999999999,2071.8,9.4,3056,375.59999999999997,3.8,53.400000000000006,586.2,
00:14,5956.6,4669.8,4600,7399.8,4309.599999999999,888.8,4203,3569.2,915.4,2386.4,26.400000000000002,3568,346.6,37.8,46,777,
00:15,6153,4572.6,4597.6,7679.2,4297.8,962.2,3293,4099.4,931.4,2291.6,30.599999999999998,3196.6,290.4,16,94,680,
00:16,1575.2,1404.8,746.1999999999999,1942.8000000000002,3404.9999999999995,846.4000000000001,3381.4,2045.2000000000003,318.6,2260.4,6.4,8132.4,33.4,36.6,0,353.2,
00:17,1675.8,861.5999999999999,211.39999999999998,1252.2,2483,761.2,3463.4,1759.8,248.8,1873,0,11381.6,62,115.39999999999999,0,392,
00:18,4389,2674.2000000000003,2984,5286.6,3544.2,827.9999999999999,3508.2000000000003,2880.6,639,2231,23.200000000000003,2424,191.4,0,62.6,693,
00:19,1645,2283.8,165.39999999999998,1859.6,1918.6,405.79999999999995,1818.1999999999998,2967.8,635.4,1571.8,28.000000000000004,113.99999999999999,22,3.5999999999999996,0,479.8,
00:20,1048.6000000000001,1789.3999999999999,17.4,1380.4,1738,385.2,1906.6,2962.6,648.4,1751.3999999999999,25,1,27.400000000000002,0,0,501.40000000000003,
00:21,13.600000000000001,84,2.6,112.99999999999999,303,80,1022.1999999999999,1557.8,361.8,1207,5.800000000000001,1688.8000000000002,44.800000000000004,1.4000000000000001,0,534.1999999999999,
00:22,164.79999999999998,231.8,124.8,135.20000000000002,283.2,95.6,1001,1626.3999999999999,378.2,1288.8,3.8,1775,57.199999999999996,0,0,490.59999999999997,
00:23,99.4,131,148.4,184.4,268.2,68,874,1538.4,354.2,1015.6,0,937.4000000000001,55.00000000000001,0,0,864.8,
00:24,0,14.6,0,104.60000000000001,0,0,493.20000000000005,1039.8,233.2,631,0,0,77.4,0,0,968.2,
00:25,0,11,0,124.8,0,0,487,1001,232.39999999999998,655.8,0,0,62,0,0,986,
00:26,0,18.6,0,114.19999999999999,0,0,505.6,940.1999999999999,245.6,686.8000000000001,0,0,76.8,0,0,929.5999999999999,
00:27,0,0,0,1.4000000000000001,0,0,497.79999999999995,747.6,237.2,842.8000000000001,0,0,86,0,0,608,
00:28,0,0,0,0,0,0,481.4,681,231.2,860.2,0,0,75.2,0,0,581.6,
00:29,0,0,0,0,0,0,470.4,700.6,231.99999999999997,856.1999999999999,0,0,69.6,0,0,583.1999999999999,
00:30,0,0,0,0,0,0,470.2,690.8000000000001,232.39999999999998,862.2,0,0,69,0,0,590.8000000000001,
00:31,0,0,0,0,0,0,475.8,688.8,234,870.2,0,0,71.2,0,0,582,
00:32,0,0,0,0,0,0,474.2,667.1999999999999,230.20000000000002,879.4000000000001,0,0,72.39999999999999,0,0,581.2,
00:33,0,0,0,1.6,0,0,488.40000000000003,670.2,239.6,860.6,0,0,79.60000000000001,0,0,595.6,
00:34,0,0,0,0,0,0,485.79999999999995,665.6,233.2,874.4,0,0,77.4,0,0,568.4,
00:35,0,0,0,0,0,0,480.19999999999993,668.8,232.39999999999998,865,0,0,76.2,0,0,578.5999999999999,
00:36,0,0,0,53.400000000000006,0,0,452.79999999999995,729.6,242.20000000000002,795.2,0,0,39.6,0,0,631.6,
00:37,0,0,0,34.2,0,0,391.40000000000003,680,204.99999999999997,690.2,0,0,46.800000000000004,0,0,590.4,
00:38,0,0,0,10.2,0,0,364.8,627,180.6,630.1999999999999,0,0,66.60000000000001,0,0,552.2,
00:39,0,0,0,44.2,0,0,385.40000000000003,625.1999999999999,192.2,599.2,0,0,76,0,0,613.6,
00:40,0,0,0,20.4,0,0,376.2,629,182.6,614,0,0,73.8,0,0,572.2,
00:41,0,0,0,48.199999999999996,0,0,382.4,631.8,191.4,601.8,0,0,75.8,0,0,598.8000000000001,
00:42,0,0,0,34.8,0,0,366.2,643.6,190.6,605.4,0,0,73,0,0,577.4,
00:43,0,0,0,44.4,0,0,365,636.8000000000001,196,599.4,0,0,72.8,0,0,611.5999999999999,
00:44,0,0,0,32.4,0,0,362.40000000000003,642.1999999999999,193.2,608,0,0,72.39999999999999,0,0,597.4,
00:45,0,0,0,38.6,0,0,376,641,199,613,0,0,74.8,0,0,604.1999999999999,
00:46,0,0,0,27.200000000000003,0,0,369,639.4,190.39999999999998,623,0,0,72.39999999999999,0,0,571.6,
00:47,0,0,0,40.400000000000006,0,0,378.4,635.4,194.4,608,0,0,75.6,0,0,616.6,
00:48,0,0,0,19.6,0,0,362.59999999999997,639.2,185.60000000000002,629,0,0,68.4,0,0,563.6,
00:49,0,0,0,27.200000000000003,0,0,369.6,635.4,189.2,630.4,0,0,66,0,0,576.4,
00:50,0,0,0,6.6000000000000005,0,0,357.6,634.1999999999999,177,635.2,0,0,67.4,0,0,549.6,
00:51,0,0,0,24.4,0,0,370,634.6,185.4,612.2,0,0,72.6,0,0,595.8000000000001,
00:52,0,0,0,29.4,0,0,374.2,632.8000000000001,189.79999999999998,609.1999999999999,0,0,72.2,0,0,615.2,
00:53,0,0,0,14.799999999999999,0,0,366.59999999999997,616.4,177.2,643.2,0,0,71.39999999999999,0,0,570.6,
00:54,0,0,0,33.800000000000004,0,0,371.20000000000005,626,188.39999999999998,613.1999999999999,0,0,75.2,0,0,617.4000000000001,
00:55,0,0,0,39.2,0,0,378.4,628,196.4,607.8000000000001,0,0,74.4,0,0,633,
00:56,0,0,0,28.4,0,0,364.8,632.8000000000001,188.79999999999998,616.6,0,0,69.6,0,0,596.6,
00:57,0,0,0,34.599999999999994,0,0,368.8,632.4,190.79999999999998,611,0,0,72.2,0,0,609.1999999999999,
00:58,0,0,0,16.2,0,0,358,637.2,185,619.8000000000001,0,0,70.8,0,0,570.2,
00:59,0,0,0,18.2,0,0,355.2,647.8,186.4,616,0,0,72,0,0,561,
01:00,0,0,0,50.6,0,0,359.4,644.2,197.4,594.6,0,0,74.4,0,0,614.2,
01:01,0,0,0,25.6,0,0,341,644,181.6,619.2,0,0,61.8,0,0,604.6,
01:02,0,0,0,13.600000000000001,0,0,356.59999999999997,602.8,185.20000000000002,653.5999999999999,0,0,60.4,0,0,579.8,
01:03,0,0,0,26.400000000000002,0,0,362.8,600.4,190.79999999999998,640.4,0,0,66.8,0,0,612.4,
01:04,0,0,0,15.8,0,0,354.2,607.4,187.4,650.8,0,0,60.8,0,0,571.8,
01:05,0,0,0,26.400000000000002,0,0,360.59999999999997,595.6,188.79999999999998,651.8,0,0,64,0,0,587.4,
01:06,0,0,0,19.400000000000002,0,0,362.40000000000003,592.8,189.2,651.6,0,0,62.6,0,0,592.4000000000001,
01:07,0,0,0,29.599999999999998,0,0,368.6,599.8000000000001,192.6,639.6,0,0,66.8,0,0,602.2,
01:08,0,0,0,40.8,0,0,375.8,591.2,197.6,629.6,0,0,67.80000000000001,0,0,645.4,
01:09,0,0,0,34.599999999999994,0,0,375.2,588.8,193.6,645,0,0,62.4,0,0,621.4000000000001,
01:10,0,0,0,17.4,0,0,373.6,596.4000000000001,187.79999999999998,653,0,0,65.60000000000001,0,0,587.4,
01:11,0,0,0,42,0,0,379.4,597.4,197.2,632.2,0,0,65.2,0,0,630,
01:12,0,0,0,53.2,0,0,379.59999999999997,604.8,200.99999999999997,622.8,0,0,69.19999999999999,0,0,634.8,
01:13,0,0,0,37.4,0,0,369.6,601.4,193.79999999999998,633.6,0,0,68,0,0,612.8,
01:14,0,0,0,12.2,0,0,358.2,608,189.2,643.6,0,0,60.6,0,0,567.6,
01:15,0,0,0,11.600000000000001,0,0,366.59999999999997,597.8,187.79999999999998,657.5999999999999,0,0,64.60000000000001,0,0,563.4000000000001,
01:16,0,0,0,12,0,0,365.2,600.6,188.2,654.6,0,0,64.8,0,0,568,
01:17,0,0,0,16.400000000000002,0,0,361.2,606.8,186.20000000000002,648.6,0,0,66.8,0,0,555,
01:18,0,0,0,67.80000000000001,0,0,386.4,603.4,206.4,603.8000000000001,0,0,75.6,0,0,666.4,
01:19,0,0,0,59.8,0,0,385.40000000000003,607.4,204.99999999999997,610,0,0,75.8,0,0,645.2,
01:20,0,0,0,42,0,0,372.40000000000003,605.1999999999999,198.6,622.2,0,0,73.8,0,0,619.2,
01:21,0,0,0,20,0,0,358.59999999999997,608.6,191,640,0,0,67.60000000000001,0,0,572.8,
01:22,0,0,0,4,0,0,355.6,611.8000000000001,184.20000000000002,651.1999999999999,0,0,64.2,0,0,548.8000000000001,
01:23,0,0,0,0,0,0,363.2,613.1999999999999,185.4,649.6,0,0,69,0,0,542.6,
01:24,0,0,0,0,0,0,366.8,613.4000000000001,189.6,661,0,0,69.39999999999999,0,0,530,
