時間,Group1_Production_包装機(産業機械)_#06,Group1_Production_包装機(産業機械)_#16,Group2_Production_産業機械_#04,Group2_Production_産業機械_#05,Group2_Production_産業機械_#08,Group2_Production_産業機械_#11,Group2_Production_産業機械_#13,Group3_Production_成形機(産業機械)_#02,Group4_Production_産業機械_#03,Group4_Production_産業機械_#09,Group4_Production_産業機械_#12,Group5_Production_産業機械_#14,Group6_Production_産業機械_#01,Group7_Production_産業機械_#07,Group8_Production_産業機械_#15,Group9_Production_産業機械_#10,
00:16,1341.8,3.8,2129.6,1099.6000000000001,1250.2,990.6,1759.1999999999998,1470.6,2044.0000000000002,2221.6,288.4,613.8,472.20000000000005,17.2,10,0,
00:17,1323.1999999999998,3.8,2070.6,1090.8,1193.6,945.5999999999999,1718.4,1344.6,1971.8,2242.4,260.8,623.6,421.8,22.6,11.4,0,
00:18,1210,3,1900.8,997.6000000000001,1140,917.2,1612.2,1205.8,1792.8000000000002,2101.6,262.2,546.6,311,37.8,22,0,
00:19,1328.6,3.4000000000000004,1838.4,950.8,1089,929.4000000000001,1623,1023,1723.8,2113.4,276.79999999999995,525,300.4,31.2,17.4,0.8,
00:20,1184,3,1676.6,855.0000000000001,999.4,846.1999999999999,1494,919.2,1580.4,1994.8,274.2,476.40000000000003,258.40000000000003,20,16,6.800000000000001,
00:21,1303.6,3.5999999999999996,1692.8000000000002,994.6,1101,769.2,1497.8,965,1544.4,1927.4,247.40000000000003,473.59999999999997,372.6,19.400000000000002,16.2,31,
00:22,1311.4,1.4000000000000001,2271.2,912.2,1004.1999999999999,911,1980.3999999999999,957,2245,1926.2,271.20000000000005,698.4,473.20000000000005,70.39999999999999,8,1.2,
00:23,1378.6,4.2,1835.8,975,1091.6000000000001,889.1999999999999,1629.6,989.6000000000001,1673.4,2108.8,271.6,494.00000000000006,378.6,17.4,6.4,0.6,
00:24,1265.4,3.5999999999999996,1636.4,865.1999999999999,965.4,770.2,1456.4,831.8,1569.2,1985.3999999999999,233.4,475.8,242.4,15,18.2,3.2,
00:25,1273.8,3.5999999999999996,1648.4,849.2,967.2,760.6,1446.6,860.2,1566.8,1980.8,229.8,476.6,267.4,11.4,16,0.2,
00:26,1167.3999999999999,3,1486.8,778,879.8,739.2,1336.6,694.2,1497.2,1923.9999999999998,213.20000000000002,464.20000000000005,133,21.8,21,12.2,
00:27,1126.2,2.8000000000000003,1337.8,712,785.2,703.8000000000001,1237.4,558.4,1385.3999999999999,1810.0000000000002,217,426.40000000000003,78.8,23.200000000000003,17.8,21.2,
00:28,1093.2,2.6,1332.8,703,805.1999999999999,692.1999999999999,1236.2,573,1365.4,1817.6,219,419.20000000000005,69.19999999999999,26.400000000000002,19.6,22.8,
00:29,1118.8,2.6,1357,712.8,823.8,672,1236.4,599,1352,1803.3999999999999,200.2,410.40000000000003,89,35.6,22.400000000000002,16.8,
00:30,1117.3999999999999,2.6,1356,718,827.3999999999999,677.2,1223,593.4,1361.8,1806.6,204.6,405.19999999999993,91.60000000000001,26.8,20.200000000000003,18,
00:31,1078.4,2.4,1349.8,702.8,821.0000000000001,683,1246.4,615.8000000000001,1388.8,1819.0000000000002,209.60000000000002,416.6,59.4,34.8,25,17.599999999999998,
00:32,1121.4,2.6,1363.4,710.4,831,678.2,1239.6000000000001,608.6,1355.6,1803.6000000000001,203.2,405,93,42.6,22,13.4,
00:33,1114.4,2.4,1340.8,712.8,808.2,722,1204.8,573.6,1394.2,1823.1999999999998,215.39999999999998,426.79999999999995,59,37.2,18.2,21,
00:34,1111.2,2.4,1335,711.5999999999999,801.8000000000001,723.2,1225.2,563,1375.8,1814.6000000000001,227.59999999999997,421.40000000000003,56.8,41.8,20,21.2,
00:35,1123.6000000000001,2.6,1329,720.4,794,730.6,1221,548.8000000000001,1374,1807.1999999999998,225.59999999999997,412.6,66.4,28.4,17,23.400000000000002,
