時間,Group1_Production_産業機械_#06,Group2_Production_産業機械_#09,Group3_Production_産業機械_#01,Group3_Production_産業機械_#03,Group3_Production_産業機械_#12,Group3_Production_産業機械_#14,Group3_Production_産業機械_#15,Group4_Production_産業機械_#04,Group4_Production_産業機械_#10,Group5_Production_製造機械_#02,Group5_Production_製造機械_#08,Group5_Production_製造機械_#13,Group6_Production_産業機械_#05,Group6_Production_産業機械_#07,Group6_Production_産業機械_#11,Group7_Production_産業機械_#16,
17:31,306.8,442.8,1108,2515.2000000000003,1217.3999999999999,2034,1325.8,1331.6000000000001,1564,485.20000000000005,886.9999999999999,381.2,819.2,2229.6,1297.6000000000001,0,
17:32,4.8,228.79999999999998,1390.1999999999998,2707.6,2141.2,2438.8,1447.4,1755.9999999999998,1677,464.59999999999997,669.6,357.2,647.2,1871.6000000000001,1186.8,37.2,
17:33,103.4,228.6,761.8000000000001,1204.2,635.2,1273.6000000000001,451.99999999999994,974,602.4,291.8,510.59999999999997,276.2,195.79999999999998,1144.4,776.8,0,
17:34,24.2,3.4000000000000004,273.20000000000005,345.6,327.59999999999997,401.6,329,392,429,57.99999999999999,111.00000000000001,71.8,80.4,46.400000000000006,106.4,18.4,
17:35,24.6,0.8,270.2,341.2,329,398.8,329.4,393.8,437,60.8,106.4,70.39999999999999,78.8,52,104.2,18.2,
17:36,25.2,0.6,271.8,339.2,332.4,398.4,327.59999999999997,408,431.4,61.6,109.00000000000001,71.6,81,44,104.2,17.599999999999998,
17:37,21.8,0,267.2,341,325.2,400.8,325.8,402.79999999999995,436.8,62,111.60000000000001,73.2,80,47.8,106.60000000000001,17.4,
17:38,10.8,0,142.6,240.39999999999998,169.4,290.8,164.79999999999998,228.79999999999998,237.6,45.6,97.39999999999999,51.2,32.800000000000004,41.6,81.39999999999999,8.4,
17:39,9.4,0,131.20000000000002,223.4,156.4,275.2,144.6,216.6,215.60000000000002,46.2,98.2,49.8,28.199999999999996,47.4,82.8,6.800000000000001,
17:40,9.8,0,132.4,221.4,159.4,276.79999999999995,149.6,213.60000000000002,223,43.6,91,47.199999999999996,31.2,47.4,78.60000000000001,7.3999999999999995,
17:41,11.799999999999999,0,133.20000000000002,225.59999999999997,158,275.2,150.6,212,220.00000000000003,42.4,95.6,46.800000000000004,30.599999999999998,42.4,78.2,7.8,
17:42,10,0,133.8,228.79999999999998,156.6,273.8,149.6,209.79999999999998,223.8,43,94,47,30,42,80.4,7.8,
17:43,9.6,0,130.4,223.8,159.8,281.2,153.6,208.2,220.6,43.4,92.4,48.199999999999996,28.599999999999998,47.8,78,7.6,
17:44,11,0,131,222.6,158.4,279.2,151.4,211.60000000000002,216.4,43.6,95.19999999999999,48.199999999999996,28.4,44.2,78.2,7.3999999999999995,
17:45,10.8,0,131.6,228.39999999999998,154.8,279.4,151.2,209.20000000000002,218.8,43,97,49,28.000000000000004,41.4,80,7.3999999999999995,
17:46,10.2,0,130.6,217.20000000000002,159.8,275,146.8,214.8,217.79999999999998,43,92.2,46.800000000000004,31.8,50.8,77.4,7.3999999999999995,
17:47,12.8,0,133.20000000000002,228.2,142.2,288.4,156.4,207.39999999999998,197.6,36,120.8,48,26,36.4,86.2,9,
17:48,11.200000000000001,0.6,133.20000000000002,231.2,153.2,276.79999999999995,151,203.2,219.20000000000002,42,92.80000000000001,46.800000000000004,29.4,40.2,81.39999999999999,7.6,
17:49,6.2,0,122.2,185.8,170,277.4,141.2,219,218.8,43.4,84.2,45.2,38.4,81.2,70,7.000000000000001,
17:50,112.20000000000002,0.2,868.6,1146.4,1031.4,1227,827.8000000000001,985.2,943.8000000000001,291.59999999999997,451.79999999999995,378.79999999999995,321.6,1236.2,730.6,25.8,
17:51,196.8,375.8,1164,1569.6,1465.4,1626.3999999999999,1399.2,1195.6,1468.8,317.2,548,259.6,460.20000000000005,1283.8,800.2,17.599999999999998,
17:52,23.599999999999998,0,261,358.59999999999997,335,371,324.6,423.00000000000006,405.19999999999993,67,111.60000000000001,73,87,66.4,105.4,15.4,
17:53,19.400000000000002,0,261.6,310.40000000000003,336.2,400.2,315.4,421.8,425.8,64.4,108.60000000000001,69,89.4,78,104.4,16.8,
17:54,16.8,0,263.6,337.8,325.59999999999997,395.8,312.40000000000003,412.2,435.20000000000005,67.80000000000001,104.2,72.2,83,65.4,111.60000000000001,15.6,
17:55,18,0,263.2,333.40000000000003,326.4,400.8,316.2,413.40000000000003,419.20000000000005,65,115.8,73,79.60000000000001,65.2,111.00000000000001,16.8,
17:56,18.2,0,252.2,322.40000000000003,312.2,394,301,400.2,401.40000000000003,63.4,119.6,72,74.4,64.8,109.00000000000001,15.8,
17:57,308,324,1270.8,2214.2,1571.4,2255.8,1211.8,1363,1298,426.19999999999993,628.8000000000001,276.79999999999995,665.4,2410.8,1379.2,0,
17:58,18.4,361.6,981.6,1354.4,1128.6,1186.8,892.4,769.8000000000001,929.5999999999999,178.4,275.2,238.60000000000002,319.20000000000005,855.5999999999999,494.00000000000006,31,
17:59,129.20000000000002,364.2,621,1245,648.8000000000001,1420,387,953.5999999999999,424.8,300,584.1999999999999,203.79999999999998,254.2,1430.8,902.2,0,
18:00,67,9,575,896.4000000000001,768.4,984.6,868.4,864.1999999999999,785.6,175.6,283,143.4,205.6,553,431.20000000000005,21.6,
18:01,60.4,30,800.4,1293.6,921.4000000000001,1445.4,885.6,1033.3999999999999,959,265.4,360,200,306.4,948.4,668.6,20.4,
18:02,64.8,203.79999999999998,710,924.4,839.8,1010.6,889,677.2,704.4,128.6,353.6,167.4,283.2,664.2,467.8,19.6,
18:03,90.8,62,737.8,1340.1999999999998,921.5999999999999,1241.3999999999999,823.1999999999999,961.9999999999999,993.2,225.99999999999997,411.00000000000006,214,278.6,982.8,582.5999999999999,19,
18:04,97.8,150.6,1058.3999999999999,1924.2,1480,1629.4,1230,1349.2,1694.6000000000001,259.4,612.2,306.8,440.59999999999997,1083.6000000000001,666.4,31.8,
18:05,135.4,75.8,957,2175.4,1462.6,2110.2,1056.4,1658.2,1276.3999999999999,457.8,711.8000000000001,313,463.8,2031.6,1189.4,0,
18:06,188.39999999999998,312,1138.4,1352.3999999999999,1599,2350.6,1202.3999999999999,1338.4,1063.4,384,548,258.40000000000003,363.6,1276,975.6,11.799999999999999,
18:07,116.6,72.6,1158.6000000000001,1566.2,1091.8,2158,1087.6,1170.4,1103.8,323,455.19999999999993,264.2,353.2,1219.2,1062,0,
18:08,111.00000000000001,107.80000000000001,1114.6000000000001,1889.6000000000001,1398.6000000000001,1807.1999999999998,1373.8,1582.4,1236.6,386.4,596.1999999999999,280,396.4,1359,838.4000000000001,36.6,
18:09,34.4,359.8,1264.4,1716.6000000000001,1458.8,1729.4,1148.4,1509,1028.2,423.20000000000005,572.6,276.79999999999995,454.2,1132.1999999999998,816,7.199999999999999,
18:10,66.4,291.2,999.8,1598.6000000000001,1566.6000000000001,1560.2,926.2,1387.4,1044,378.4,446,233.8,385.40000000000003,919.2,743.8,23.799999999999997,
18:11,120,192,1126.8000000000002,1599,1424.4,1670.4,1079.8,1505,1213,412.8,680,471,524.2,1190.1999999999998,880.1999999999999,13.200000000000001,
18:12,196.4,104.80000000000001,762.6,1373,994.6,1454.8,1057,1249.8,1187.2,301.4,587.2,200.99999999999997,342.2,1145.2,774.2,6.4,
18:13,134.8,256.8,1082.8,1804.6,1132.6000000000001,1707,985.3999999999999,1432.4,898,364.2,520.2,257.6,442.2,1371.2,888.8,22,
18:14,69.19999999999999,102.2,531.8,1080.8,631.2,1031.6000000000001,587.4,637.8,648.6,152.2,434,183.8,251.39999999999998,1085,559.8,5.6000000000000005,
18:15,103.4,120.8,899.4,1003.5999999999999,1086.8,1568,1005.1999999999999,941,1168.8,170,310,212.8,267,736.5999999999999,558.1999999999999,38.800000000000004,
18:16,21.8,1,270.2,344.4,328.6,396.20000000000005,325,396.8,438.2,61.199999999999996,108,71.6,82.8,57.99999999999999,107,17.599999999999998,
18:17,19.2,0,269.20000000000005,326.79999999999995,326,392,321.20000000000005,408,427.59999999999997,62.4,104.2,69.6,84.39999999999999,59,108,17.2,
18:18,20.4,0.2,267,338.6,324,398.20000000000005,324,388.8,441.6,61.199999999999996,104.4,71.39999999999999,82,63.2,106.80000000000001,17.599999999999998,
18:19,20,0.4,268,348,326,405,326.6,399,430.19999999999993,64,105.2,73.4,74.4,52.6,107.60000000000001,17.8,
18:20,32.4,13.600000000000001,267.8,312.8,317,375.2,311.8,362.40000000000003,401.99999999999994,46.6,85,65.4,69.8,49.4,96,16.8,
18:21,14.399999999999999,95.8,741.6,1098,860.6,1161.8,771.6,808.4,864,180.8,285.2,186.8,225.99999999999997,679.6,505.19999999999993,27.200000000000003,
18:22,45.6,128,858,1476.3999999999999,1033,1654.6,875.6,857.6,933.8,214.2,517.1999999999999,243.00000000000003,358.8,1524.6000000000001,860.2,26.8,
18:23,23.200000000000003,0,269.20000000000005,329.59999999999997,326,395.8,325.4,398.6,437.2,60,105.80000000000001,70,82.6,51.4,105,17.599999999999998,
18:24,22,0,270.2,340.8,326.6,397.40000000000003,325.4,398.20000000000005,434.40000000000003,62.2,105.4,72.8,80.4,44.6,106.2,17.4,
18:25,19.400000000000002,0.4,266.59999999999997,337.2,323.8,394.6,321.6,391.40000000000003,437,60,104.60000000000001,71.39999999999999,82.39999999999999,54.800000000000004,107.2,17.599999999999998,
18:26,21.8,0.4,268.40000000000003,339.8,325.8,395,324.2,401,428.8,60.8,107.4,71.6,80.2,46,105.4,17.8,
18:27,19.2,1,268,344.20000000000005,323,398.20000000000005,321.8,394.20000000000005,440.4,62.2,105.60000000000001,72,80,53.2,108.80000000000001,17.4,
18:28,23,1.2,272.8,341.8,327.59999999999997,392.8,328.2,400.4,430.19999999999993,60.199999999999996,105.80000000000001,70.39999999999999,80,44.800000000000004,104.80000000000001,18.2,
18:29,23.200000000000003,0.2,270.8,337,330.4,399,325.59999999999997,402.59999999999997,439.40000000000003,62.2,104.60000000000001,71.39999999999999,80.2,48.8,105.2,17.599999999999998,
18:30,20.200000000000003,0,267.6,344,319.8,398.20000000000005,319.20000000000005,397.6,440.59999999999997,63.4,105.2,72.6,78.8,44.6,108.80000000000001,16.8,
18:31,21.8,0.6,273,333.40000000000003,325,395.8,326.4,401,438,61.199999999999996,105.4,69,82,52.2,108.2,17.8,
18:32,19.6,0,270.2,333.2,325.2,394,323,405.19999999999993,434.8,60.6,105.80000000000001,71.2,84.39999999999999,52.400000000000006,108.2,17.4,
18:33,46.2,341.8,1211.8,1607.9999999999998,1560.3999999999999,1914.2,1094.2,1296.2,993.4,354.4,509.40000000000003,262.2,421.2,1232.6000000000001,884.2,15.6,
18:34,16.2,68,530,607.5999999999999,612.6,676.4,600,572.6,668.6,114.19999999999999,240.20000000000002,226.6,133,339.8,276.6,15.4,
