時間,Group1_AI分析中#08,Group2_AI分析中#04,Group3_AI分析中#06,Group4_AI分析中#05,Group5_AI分析中#01,Group5_AI分析中#02,Group5_AI分析中#03,Group5_AI分析中#07,
00:00,0,1.7999999999999998,0,0.4,0,0,26.200000000000003,0,
00:01,0,2.6,0,0.4,0,0,24.8,0,
00:02,0,1.6,0,0.4,0.2,0,26.400000000000002,0.8,
00:03,0,1.4000000000000001,0,0,0,0,26.6,0,
00:04,0,2.1999999999999997,0.2,0,0,0,26.6,0.2,
00:05,0,1.7999999999999998,0,0,0,0,28.199999999999996,0,
00:06,0,1.6,0,0,0,0,27.800000000000004,0.2,
00:07,0,1.6,0,0,0,0,28.999999999999996,0,
00:08,0,2.6,0,0,0,0,25.8,0,
00:09,0,2.6,0,0.2,0,0,25.8,0.2,
00:10,0,1.7999999999999998,0,0,0,0,27.800000000000004,0,
00:11,0,3.2,0,1,0.4,0,22.2,0,
00:12,0,3.2,0,0.4,0.6,0,25,0.4,
00:13,0,1.7999999999999998,0,0,0,0,26.400000000000002,1.6,
00:14,0,2,0,0,0,0,24.8,2.1999999999999997,
00:15,0,2.1999999999999997,0,0,0,0,28.599999999999998,0.2,
00:16,0,1.7999999999999998,0,0.4,0,0,26.8,0.6,
00:17,0,2.4,0,0.8,0.2,0,23.599999999999998,0.6,
00:18,0,2.6,0,0.2,0.8,0,25.8,0.4,
00:19,0,2.8000000000000003,0,0.4,0.6,0,25.8,0.4,
00:20,0,2.1999999999999997,0,0,0,0,28.599999999999998,0,
00:21,0,2,0,0,0,0,25.6,1,
00:22,0,1.7999999999999998,0,0,0,0.2,25.8,2,
00:23,0,1.2,0,0,0,0,27.800000000000004,0.6,
00:24,0,2.4,0,0,0,0,26.8,0.2,
00:25,0,2,0,0,0,0,23.599999999999998,3.8,
00:26,0,1.6,0,0.4,0,0,25.6,0.8,
00:27,0,2,0,0.2,0.6,0,25.2,1.4000000000000001,
00:28,0,2.6,0,0.4,0.4,0,21.8,2.4,
00:29,0,2.4,0,0.8,1,0,24.6,0.4,
00:30,0,2.4,0,0,0.4,0,25.6,0.6,
00:31,0,1.6,0,0.2,0.6,0,22,2.8000000000000003,
00:32,0,1.7999999999999998,0,0,0,0.2,25.6,1.7999999999999998,
00:33,0,1.6,0.2,0,0,0,28.199999999999996,0.8,
00:34,0,2.1999999999999997,0.4,0.4,0.2,0,23,2.8000000000000003,
00:35,0,2.4,0,0.2,0.6,0,24.6,0.4,
00:36,0,0.6,0,0,0,0,27.6,3,
00:37,0,1.7999999999999998,0,0.4,0.2,0,27,0.6,
00:38,0,2.1999999999999997,0,0.4,0,0,26.8,0.2,
00:39,0,2,0,0,0.8,0,26.400000000000002,0.2,
00:40,0,1.7999999999999998,0,0,0,0,27.800000000000004,0,
00:41,0,1.7999999999999998,0,0.2,0.8,0.2,20.599999999999998,3.8,
00:42,0,1.4000000000000001,0,0,0,0,28.4,0.2,
00:43,0,2,0,0,0,0,28.4,2.1999999999999997,
00:44,0,1.4000000000000001,0,0,0,0,26.6,2,
00:45,0,2.4,0,0,0.4,0,22.8,1.7999999999999998,
00:46,0,2,0,0,0,0,28.000000000000004,0.6,
00:47,0,2.4,0,0,0,0,27.200000000000003,0.8,
00:48,0,2,0,0.4,0,0,25.8,0.4,
00:49,0,1.4000000000000001,0,0.6,1,0,23.799999999999997,2.6,
00:50,0,2.4,0,0,0,0,25.2,2.4,
00:51,0,2.4,0,0,0,0,26.400000000000002,0,
00:52,0,2.1999999999999997,0,0,0,0,27.6,0.4,
00:53,0,2,0,0.4,0,0,23.599999999999998,2.4,
00:54,0,2,0,0,0,0,27.800000000000004,0.2,
00:55,0,2.4,0,0.6,0.8,0,24.8,0,
00:56,0,2,0.4,0.2,0.4,0,24.2,2.1999999999999997,
00:57,0,2.1999999999999997,0,0.2,0.4,0,25.4,1,
00:58,0,2.4,0,0,0,0,26.400000000000002,0.4,
00:59,0,2,0,0.2,0.8,0,25.6,1,
