時間,Group1_Production_産業機械_#03,Group1_Production_産業機械_#08,Group1_Production_産業機械_#12,Group1_Production_産業機械_#13,Group2_Production_産業機械_#01,Group2_Production_産業機械_#02,Group2_Production_産業機械_#05,Group3_Production_産業機械_#10,Group3_Production_産業機械_#11,Group3_Production_産業機械_#15,Group4_Production_産業機械_#16,Group5_Production_産業機械_#07,Group6_Production_産業機械_#14,Group7_Production_産業機械_#09,Group8_Production_産業機械_#04,Group9_Production_産業機械_#06,
00:00,0,36.8,0,173.8,0,0,415.8,819.8000000000001,203.2,702.4,0,0,30.4,0,0,885,
00:01,0,66,0,226.79999999999998,0,0,426.19999999999993,843,215.79999999999998,698.4,0,0,26,0,0,998,
00:02,0,89,0,229.6,0,0,419.00000000000006,834,214.6,686.4,0,0,29.2,0,0,986.5999999999999,
00:03,0,47.599999999999994,0,216.6,0,0,422,826.8000000000001,210.2,696.8,0,0,28.999999999999996,0,0,967.4,
00:04,0,21.4,0,179.8,0,0,408.8,822.6000000000001,201.2,705.8,0,0,23.599999999999998,0,0,896.8,
00:05,0,40,0,182.4,0,0,406.4,814.4,202,704.6,0,0,21.2,0,0,886.4000000000001,
00:06,0,80,0,213.79999999999998,0,0,411.2,809,211.79999999999998,680.4,0,0,30,0,0,952.2,
00:07,0,37.2,0,180,0,0,413.8,804.1999999999999,200.59999999999997,710.6,0,0,26.400000000000002,0,0,889.4,
00:08,0,23.799999999999997,0,185.20000000000002,0,0,408.8,806.4,200.59999999999997,718,0,0,21.2,0,0,890.8,
00:09,0,43.2,0,190.79999999999998,0,0,401.6,805.5999999999999,200.99999999999997,715.2,0,0,18.4,0,0,874.8,
00:10,0,31.2,0,184.4,0,0,407,808.4,199.8,713.4000000000001,0,0,21.8,0,0,888.1999999999999,
00:11,0,72.6,0,215.79999999999998,0,0,410.59999999999997,821.5999999999999,209,685.8,0,0,23.400000000000002,0,0,946.8,
00:12,0,62.6,0,228.2,0,0,413.99999999999994,809.8000000000001,213,693,0,0,22.6,0,0,967.2,
00:13,0,67,0,230.6,0,0,414.20000000000005,819,211.39999999999998,703.4,0,0,19.8,0,0,986.2,
00:14,0,73.2,0,235.2,0,0,411.59999999999997,794.6,207.6,709.4,0,0,22.8,0,0,970.8000000000001,
00:15,0,67.4,0,218.6,0,0,412,806.6,212.8,693,0,0,24.8,0,0,950.4,
00:16,0,88.6,0,224.40000000000003,0,0,404,799.8000000000001,211,682.5999999999999,0,0,29.2,0,0,942.2,
00:17,0,54.400000000000006,0,185.8,0,0,401.40000000000003,805.8,198.4,704,0,0,26.400000000000002,0,0,873,
00:18,0,73.4,0,196.2,0,0,396.4,807.6,200.8,694.6,0,0,29.2,0,0,875.6,
