時間,Group1_Production_産業機械_#03,Group1_Production_産業機械_#08,Group1_Production_産業機械_#12,Group1_Production_産業機械_#13,Group2_Production_産業機械_#01,Group2_Production_産業機械_#02,Group2_Production_産業機械_#05,Group3_Production_産業機械_#10,Group3_Production_産業機械_#11,Group3_Production_産業機械_#15,Group4_Production_産業機械_#16,Group5_Production_産業機械_#07,Group6_Production_産業機械_#14,Group7_Production_産業機械_#09,Group8_Production_産業機械_#04,Group9_Production_産業機械_#06,
00:00,0,40.2,0,204.2,0,0,457.8,825.2,236.60000000000002,662.8,0,0,48.199999999999996,0,0,993.2,
00:01,0,52.800000000000004,0,207.39999999999998,0,0,450.2,818.6,234.60000000000002,659,0,0,49,0,0,986.4000000000001,
00:02,0,52,0,206.99999999999997,0,0,451,819,234.39999999999998,657,0,0,50.6,0,0,993.2,
00:03,0,39.2,0,212.4,0,0,456.79999999999995,818.8000000000001,238,660.6,0,0,46.800000000000004,0,0,995.4000000000001,
00:04,0,52.6,0,214.8,0,0,442.2,818.4,238.60000000000002,668.8,0,0,36.8,0,0,983.8,
00:05,0,32.4,0,210.2,0,0,454,810.6,234.20000000000002,675.6,0,0,42,0,0,986.5999999999999,
00:06,49.6,457.4,321.6,424.8,306.59999999999997,98.4,593.2,1162.6,290,831,0,151,30.2,0,0,869.4000000000001,
00:07,1011.5999999999999,2539.6,1710.6000000000001,1294,1698,564.8,1199.2,2484.7999999999997,511.59999999999997,1460.3999999999999,25.8,756.8,2.1999999999999997,0,0,91.2,
00:08,0,77.8,0,223.20000000000002,0,0,440.8,851.4,232.6,654.4,0,0,38,0,0,977.2,
00:09,0,28.4,0,175.2,0,0,433.4,842,218.4,696.1999999999999,0,0,32.4,0,0,881.4,
00:10,0,49.2,0,190,0,0,440.59999999999997,835.6,225,673.6,0,0,42.4,0,0,928.8000000000001,
00:11,0,50.8,0,183,0,0,437.4,851.8000000000001,230.39999999999998,670.6,0,0,35.6,0,0,936.2,
00:12,0,57.8,0,211,0,0,444.80000000000007,832,231,672.4,0,0,43.6,0,0,1007,
00:13,0,50,0,211.79999999999998,0,0,446,834,233,660.2,0,0,47.4,0,0,975.8,
00:14,401.19999999999993,1669.3999999999999,1048.1999999999998,957.8,1050.3999999999999,349.2,865.4,1905.6000000000001,412.8,1207.6000000000001,10.4,587.2,10.8,0,0,476.99999999999994,
00:15,0,313,162,337.59999999999997,144.79999999999998,50.6,518,1038,259.2,775.6,0,68.4,25,0,0,1015.8,
00:16,440.4,1752.4,1127,962.5999999999999,1054.4,355,864.6000000000001,1863.4,401,1145.6,9.2,514.4,14.6,0,0,429.6,
00:17,0,36.6,0,224.40000000000003,0,0,459.99999999999994,880.0000000000001,231,693.4,0,0,33.6,0,0,1053.2,
00:18,149.6,690.6,446.40000000000003,538.8,455.40000000000003,144,605,1331.4,311.4,894.8000000000001,0,217.4,24.4,0,0,798,
00:19,85.6,1024,670.6,635.4,581.8,201.6,671.6,1453.6,327.59999999999997,974,0,264.40000000000003,12,0,0,732.5999999999999,
00:20,33,530.8,334.4,403.59999999999997,318.40000000000003,105.2,564,1152,262.8,829.4000000000001,0,128,25,0,0,780.6,
00:21,986.2,3033,1957.6000000000001,1541.3999999999999,1779.6,620.8000000000001,1136.8,2511.6,497.79999999999995,1434.8000000000002,29.799999999999997,773.2,0,7.000000000000001,0,0,
00:22,236.60000000000002,806.1999999999999,463.40000000000003,584.4,440.8,147,574.2,1311.8,303.79999999999995,849.4,0,208.8,29.2,0.2,0,692.6,
00:23,0,600.8,301,489.79999999999995,292.4,95.39999999999999,528,1159.3999999999999,274.6,832.8,0,147.6,13.200000000000001,0,0,871.5999999999999,
00:24,328.2,1264.2,807.1999999999999,775.4,741.8000000000001,252.59999999999997,743.4,1530.2,355.4,1020.2,1.4000000000000001,316.59999999999997,9.2,0,0,631.2,
00:25,0,115.99999999999999,0,265.8,0,0,409.6,807.8,210,684.1999999999999,0,0,29.599999999999998,0,0,952.2,
00:26,0,76.6,0,251.2,0,0,422,760.2,200.8,675.4,0,0,38.2,0,0,940.4,
