時間,Group1_AI分析中#08,Group2_AI分析中#04,Group3_AI分析中#06,Group4_AI分析中#05,Group5_AI分析中#01,Group5_AI分析中#02,Group5_AI分析中#03,Group5_AI分析中#07,
00:00,0,1.2,1.4000000000000001,0,0,0,10.4,0.4,
00:01,0,1,1.6,0,0.2,0,9.2,0.4,
00:02,0,1.7999999999999998,1.7999999999999998,0,0,0,8.4,0.2,
00:03,0,1.4000000000000001,2,0,0,0,9.6,0.2,
00:04,0,1.6,2,0.4,0.2,0,8.4,0.2,
00:05,0,1.6,2.4,0.4,0.4,0,7.3999999999999995,0,
00:06,0,1.2,1.4000000000000001,0,0,0,10.2,0.2,
00:07,0,1.4000000000000001,1,0,0.4,0,7.8,0.4,
00:08,0,1.2,1,0.2,0.2,0,7.6,1,
00:09,0,1.6,1,0.2,0.2,0,8.200000000000001,0.6,
00:10,0,1.6,1,0,0.6,0,6.800000000000001,0.4,
00:11,0,1.2,1.4000000000000001,0,0,0,6.6000000000000005,1.2,
00:12,0,1.4000000000000001,1.6,0,0,0,9.2,0.2,
00:13,0,1.6,1.6,0,0,0,7.6,0.2,
00:14,0,1,1.6,0,0,0,10.4,0.2,
00:15,0,1.7999999999999998,1.7999999999999998,0,0,0,8.6,0.4,
00:16,0,1.2,1.6,0,0,0,9.6,0.2,
00:17,0,1.4000000000000001,1.6,0,0,0,9.6,0.2,
00:18,0,1,1.2,0,0,0,9.2,0.8,
00:19,0,1.7999999999999998,1,0,0.4,0,9.2,0.6,
00:20,0,1.6,1.2,0,0.4,0,9,0.2,
00:21,0,1.2,1.7999999999999998,0,0,0,9.4,0.2,
00:22,0,1,1,0,0.4,0,11,0.6,
00:23,0,0.8,0,0,0,0,5.4,5.4,
00:24,0,0.6,0.8,0.2,0.2,0,3.8,7.199999999999999,
00:25,0,0.6,0,0,0,0,3.4000000000000004,8.200000000000001,
00:26,0,0.6,0,0,0,0,2.1999999999999997,9.8,
00:27,0,0.8,0,0,0,0,1.6,11.200000000000001,
00:28,0,1,0.2,0,0,0,2,10.6,
00:29,0,1.6,0.6,0,0,0,2.1999999999999997,11.200000000000001,
00:30,0,1.6,1.4000000000000001,0.6,0,0,3.8,9,
00:31,0,1.6,2,0,0.2,0,1.2,9,
00:32,0,2,1.4000000000000001,0,0,0,2.1999999999999997,11,
00:33,0,1.6,0.6,0,0,0,1,12,
00:34,0,1.7999999999999998,0.4,0,0,0,1.4000000000000001,13.200000000000001,
00:35,0,1.7999999999999998,1.2,0,0,0,0.8,12.8,
00:36,0,1.7999999999999998,0.4,0,0,0,1.4000000000000001,12.4,
00:37,0,2,0.4,0,0,0,0.4,13,
00:38,0,2,0.6,0,0,0,0.4,13,
00:39,0,2,1.2,0,0,0,1.6,12.6,
00:40,0,2,1.4000000000000001,0.6,0,0.2,1,11,
00:41,0,1.7999999999999998,0.6,0,0,0,2.8000000000000003,13.8,
00:42,0,1.7999999999999998,0.8,0,0,0,1.6,13,
00:43,0,2,0.4,0,0,0,0.8,13.600000000000001,
00:44,0,1.7999999999999998,0.8,0,0,0,1.6,12.8,
00:45,0,2,1.4000000000000001,0,0,0,2,12.4,
00:46,0,2,0.6,0,0,0,1,13.4,
00:47,0,2,1.4000000000000001,0.6,0,0,0.8,12.2,
00:48,0,2.1999999999999997,0.8,0,0,0,1.2,14.799999999999999,
00:49,0,2.1999999999999997,0.8,0,0,0.2,0.4,14.6,
00:50,0,2,1.2,0,0,0,0.8,12.8,
00:51,0,2.1999999999999997,1.4000000000000001,0.4,0,0,0.2,12.2,
00:52,0,2,1.2,0,0,0,1,13,
00:53,0,2.1999999999999997,1.7999999999999998,0,0,0,0.8,13,
00:54,0,2,1.7999999999999998,0,0,0,1.2,12.6,
00:55,0,2.1999999999999997,1.2,0,0,0,0.2,13.4,
00:56,0,2.1999999999999997,1,0,0,0,1.6,14.799999999999999,
00:57,0,2.4,0.6,0,0,0,1.4000000000000001,16.400000000000002,
00:58,0,2.6,1.4000000000000001,0,0,0,0.6,15.4,
00:59,0,2.6,2,0,0,0,0.2,15,
01:00,0,2.6,1.2,0,0,0,0.4,16.2,
01:01,0,2.6,1.6,0,0,0,0.6,16.2,
01:02,0,2.4,1.6,0,0,0,1,14.2,
01:03,0,2.6,1.6,0,0,0,0.8,15.4,
01:04,0,2.6,1,0,0,0,0.2,14.2,
01:05,0,2.4,1.2,0,0,0,1.6,14.6,
01:06,0,2.6,1.7999999999999998,0,0,0,1.7999999999999998,14.6,
01:07,0,2.6,2.8000000000000003,0,0,0,1.7999999999999998,13.4,
01:08,0,2.6,1.6,0,0,0,0.4,14.799999999999999,
01:09,0,2.6,2.4,0,0.2,0,0.6,14.000000000000002,
01:10,0,2.4,1,0,0,0,1.2,15.4,
01:11,0,2.4,1.4000000000000001,0,0,0,0.6,15.4,
01:12,0,2.1999999999999997,1.7999999999999998,0,0,0,1.2,14.000000000000002,
01:13,0,2.8000000000000003,2.1999999999999997,0.4,0,0,0.4,14.799999999999999,
01:14,0,2.8000000000000003,1.4000000000000001,0,0,0,0.2,16,
01:15,0,2.8000000000000003,2.1999999999999997,0,0,0,0.4,14.6,
01:16,0,2.8000000000000003,1.7999999999999998,0,0,0,0.4,15.8,
01:17,0,2.8000000000000003,1,0,0,0,0.4,17,
01:18,0,2.6,0.6,0,0,0,1.6,15.8,
01:19,0,3,2.8000000000000003,0,0,0,0,14.799999999999999,
01:20,0,2.8000000000000003,2.6,0,0,0,0.2,14.399999999999999,
01:21,0,2.6,1.6,0,0,0,0.4,15.2,
01:22,0,2.6,1.4000000000000001,0,0,0,0.4,15.6,
01:23,0,3,3,0,0,0,0,15.8,
01:24,0,3,1.7999999999999998,0,0,0,0.2,16,
01:25,0,3,1.6,0,0,0,0.2,16.6,
01:26,0,3,2.6,0,0,0,0,15.4,
01:27,0,3,2,0,0,0,0,15.6,
01:28,0,2.8000000000000003,2.1999999999999997,0,0,0,0,15.4,
01:29,0,3,3.5999999999999996,0,0,0,0.2,14.799999999999999,
01:30,0,2.8000000000000003,2.6,0,0,0,0.6,14.799999999999999,
01:31,0,3,3,0,0,0,1,15.6,
01:32,0,3,1.6,0,0,0,0.2,16.6,
01:33,0,3,3.2,0.2,0,0,0.2,15,
01:34,0,3,3.2,0,0,0,0,14.799999999999999,
01:35,0,2.8000000000000003,2.4,0,0,0,0.2,15.2,
01:36,0,2.8000000000000003,2,0,0,0,0.4,15.8,
01:37,0,3,2.1999999999999997,0,0,0,0.2,15.8,
01:38,0,2.8000000000000003,3.4000000000000004,0,0.2,0,0.2,13.200000000000001,
01:39,0,3,2.4,0,0,0,0,15.4,
01:40,0,2.8000000000000003,1.2,0,0,0,0,16.6,
01:41,0,2.8000000000000003,1.6,0,0,0,0.4,16.6,
01:42,0,2.8000000000000003,3.5999999999999996,0,0,0,0,14.399999999999999,
01:43,0,2.8000000000000003,2.4,0,0,0,0.4,15.2,
01:44,0,3,1.7999999999999998,0,0,0,0.8,16.2,
01:45,0,3,3.2,0,0,0,0,15,
01:46,0,3,1.6,0,0,0,0.2,16.8,
01:47,0,3,2.8000000000000003,0,0,0,0,14.6,
01:48,0,2.8000000000000003,1.4000000000000001,0,0,0,0.8,16.8,
01:49,0,3,2.4,0,0,0,0.2,15.8,
01:50,0,3,2.1999999999999997,0,0,0,0.4,16.2,
01:51,0,3,2,0,0,0,1.2,16.6,
01:52,0,3.2,4.2,0,0.2,0,0,14.799999999999999,
01:53,0,2.8000000000000003,3.2,0,0,0,1.2,16.2,
01:54,0,3,4.2,0,0,0,0.2,14.799999999999999,
01:55,0,2.8000000000000003,1.7999999999999998,0,0,0,1.6,17.2,
