時間,Group1_Production_産業機械_#03,Group1_Production_産業機械_#08,Group1_Production_産業機械_#12,Group1_Production_産業機械_#13,Group2_Production_産業機械_#01,Group2_Production_産業機械_#02,Group2_Production_産業機械_#05,Group3_Production_産業機械_#10,Group3_Production_産業機械_#11,Group3_Production_産業機械_#15,Group4_Production_産業機械_#16,Group5_Production_産業機械_#07,Group6_Production_産業機械_#14,Group7_Production_産業機械_#09,Group8_Production_産業機械_#04,Group9_Production_産業機械_#06,
00:00,0,717,0,604,1298.4,281,1554.4,2180.6,479.4,1669.2,14.399999999999999,100.8,5.4,0,0,213.60000000000002,
00:01,0,558.4,0,507.59999999999997,921.8,197.4,1192.3999999999999,1921,443.6,1183.3999999999999,14.399999999999999,87,14.399999999999999,0,0,510.59999999999997,
00:02,0,168.2,0,21.6,0,0,552.4,1473.4,336.8,718,8.200000000000001,584.4,32.4,0,0,922.1999999999999,
00:03,0,154.6,0,12.8,0,0,547.2,1474,336,721.4000000000001,8,682.4,31.2,0,0,907.8,
00:04,0,174,0,20,0,0,552.4,1477.2,334.6,703,7.3999999999999995,490.8,37.6,0,0,960.8000000000001,
00:05,0,178.2,0,17.8,0,0,551.4,1480.6,332.8,685.4,6.800000000000001,494.20000000000005,43.4,0,0,942.2,
00:06,0,191.4,0,106.2,0,0,526.4,1290,314.2,669.2,1,415.2,51.2,0,0,975.4,
00:07,0,175.2,0,326.4,0,0,423.4,755.8,233.4,687.4,0,0,30.599999999999998,0,0,1012.2,
00:08,0,35.199999999999996,0,291,0,0,488.40000000000003,790,242.79999999999998,701.4,0,0,29.2,0,0,1128.6,
00:09,0,43.6,0,288,0,0,476.99999999999994,760,241.6,685.8,0,0,33.4,0,0,1091,
00:10,0,44.6,0,281.2,0,0,483,750.8,246.60000000000002,696,0,0,34.4,0,0,1089.4,
00:11,0,0,0,14.6,0,0,537.2,590,246.60000000000002,902.2,0,0,75.4,0,0,720.8000000000001,
00:12,0,0,0,0,0,0,518.4,517.4000000000001,200.8,787,0,0,104,0,0,654.6,
00:13,0,0,0,0,0,0,508.8,508.2,193.6,757.4,0,0,109.80000000000001,0,0,651.8,
00:14,0,0,0,0,0,0,506.20000000000005,515.6,192.6,755.6,0,0,110.4,0,0,651.6,
00:15,0,0,0,0,0,0,476.6,523,188.79999999999998,740.8000000000001,0,0,101.8,0,0,632.2,
00:16,0,0,0,0,0,0,463.99999999999994,534,190.2,735.2,0,0,96,0,0,627.8,
00:17,0,0,0,0,0,0,466,540.2,191.2,740.6,0,0,94,0,0,617.1999999999999,
00:18,0,0,0,0,0,0,467,531.2,188.39999999999998,743.4,0,0,98,0,0,627,
00:19,0,0,0,0,0,0,471.40000000000003,529.8,190.6,749.2,0,0,94,0,0,619,
00:20,0,0,0,0,0,0,469.00000000000006,526.6,191.4,751.6,0,0,92.4,0,0,625.4,
00:21,0,0,0,0,0,0,467.6,525.8,190.2,741.6,0,0,96,0,0,632.2,
00:22,0,0,0,0,0,0,469.80000000000007,528.2,193.79999999999998,749.8000000000001,0,0,94.39999999999999,0,0,621.6,
00:23,0,0,0,0,0,0,462.2,532.2,193.4,742.1999999999999,0,0,94,0,0,613.8,
00:24,0,0,0,0,0,0,465.00000000000006,536.2,192,741.6,0,0,96,0,0,599.8000000000001,
00:25,0,0,0,0,0,0,456.4,544.8000000000001,187.79999999999998,733.1999999999999,0,0,95.6,0,0,606.2,
00:26,0,0,0,0,0,0,459.2,545,186.60000000000002,734.4,0,0,96,0,0,605,
00:27,0,0,0,0,0,0,455.6,550.1999999999999,187.79999999999998,728.5999999999999,0,0,93.60000000000001,0,0,601.6,
00:28,0,0,0,0,0,0,454.4,543.2,187.20000000000002,736.8000000000001,0,0,90.60000000000001,0,0,601,
00:29,0,0,0,0,0,0,455.79999999999995,541.2,189.79999999999998,733,0,0,91.2,0,0,598.4,
00:30,0,0,0,0,0,0,452.20000000000005,536.5999999999999,188.79999999999998,739.4,0,0,87,0,0,612.6,
00:31,0,0,0,0,0,0,446.8,538.1999999999999,188.79999999999998,738,0,0,86.6,0,0,610,
00:32,0,0,0,0,0,0,446.6,549.4,187.20000000000002,732.8000000000001,0,0,89.60000000000001,0,0,609.6,
00:33,0,0,0,0,0,0,446.2,554.6,187.4,728,0,0,92.80000000000001,0,0,599.8000000000001,
00:34,0,0,0,0,0,0,455,558.8,185.20000000000002,729.6,0,0,97,0,0,588.4000000000001,
00:35,0,0,0,0,0,0,449.6,568.6,187,722.8,0,0,93.2,0,0,591.8000000000001,
00:36,0,0,0,0,0,0,446.2,563.6,187,730,0,0,92.60000000000001,0,0,595,
00:37,0,0,0,0,0,0,443.79999999999995,570.2,187.79999999999998,728.4,0,0,95,0,0,591.8000000000001,
00:38,0,19.8,0,23,79,21.2,564,651.1999999999999,239.6,761.8000000000001,0,0,97.6,0,0,675.6,
00:39,0,248.20000000000002,0,122.8,914,264.8,1504.2,1686,544.2,1540.1999999999998,9.4,0,37,0,0,0,
00:40,0,215,0,120.39999999999999,932.8,259.4,1514.6000000000001,1700.8,540.2,1549.8,9.6,0,44.800000000000004,0,0,4.8,
00:41,0,58.4,0,77.8,244.60000000000002,64,781.6,796.6,314,868.6,0,0,93.60000000000001,0,0,707.4,
00:42,0,161,0,116.19999999999999,420.8,128.4,958,1017.8000000000001,390.4,1047.8,0,0,76.8,0,0,479.6,
00:43,0,125,0,70.19999999999999,301.79999999999995,86,800,876.6,303.2,958.4,0,0,81,0,0,479.4,
00:44,0,0,0,0,0,0,457.59999999999997,497.20000000000005,176.6,727.6,0,0,93.2,0,0,653.5999999999999,
00:45,0,0,0,0,0,0,462,482,178,737.6,0,0,92.4,0,0,674,
00:46,0,36.6,0,31.4,419.59999999999997,116.39999999999999,985.6,1014.6000000000001,354.2,1055,0,0,87.4,0,0,529.4,
00:47,0,83,0,24,691.4,196.6,1286.6,1371,448.80000000000007,1365.8,0,0,66.8,0,0,163.6,
00:48,0,0,0,0,0,0,482.4,420.2,178.4,763.8,0,0,99.6,0,0,713.6,
00:49,0,0,0,0,0,0,483.2,425.4,181.6,763.1999999999999,0,0,97.39999999999999,0,0,706.8,
00:50,0,0,0,0,0,0,490.59999999999997,421.2,176.8,768.2,0,0,99,0,0,702.6,
00:51,0,0,0,0,0,0,492.2,420.2,176.2,766.6,0,0,99.6,0,0,703.4,
00:52,0,0,0,0,0,0,490.2,424.8,175.4,766.4,0,0,100,0,0,700.8,
00:53,0,0,0,0,0,0,492.2,419.59999999999997,176.4,766.8000000000001,0,0,99.8,0,0,703,
00:54,0,0,0,0,0,0,489.59999999999997,423.20000000000005,175.6,769.4,0,0,97.2,0,0,700.1999999999999,
00:55,0,0,0,0,0,0,490.2,425.4,179.20000000000002,762.6,0,0,98.2,0,0,697.6,
00:56,0,0,0,0,0,0,489.20000000000005,430.99999999999994,179.8,768.4,0,0,98.6,0,0,688.4000000000001,
00:57,0,0,0,0,0,0,489.59999999999997,438.6,182,764.4,0,0,100.4,0,0,679.4,
00:58,0,0,0,0,0,0,480,452.4,184.20000000000002,746.4000000000001,0,0,98.2,0,0,694.6,
00:59,0,0,0,0,0,0,480.19999999999993,437.2,180,760.4,0,0,99,0,0,695.6,
01:00,0,0,0,8.4,0,0,525.1999999999999,460.40000000000003,199.4,767,0,0,106.60000000000001,0,0,897.6000000000001,
01:01,0,0,0,0,0,0,483.4,442.8,182,754.1999999999999,0,0,103.60000000000001,0,0,690.2,
01:02,0,0,0,0,0,0,491,439.40000000000003,181,754.6,0,0,107.60000000000001,0,0,689.8,
01:03,0,0,0,0,0,0,490.00000000000006,433,179.20000000000002,755,0,0,108.80000000000001,0,0,690.6,
01:04,0,0,0,0,0,0,486.8,430.79999999999995,180.4,761.4,0,0,100.6,0,0,698.2,
01:05,0,0,0,0,0,0,486.59999999999997,424.4,177.6,765.6,0,0,97.8,0,0,705.1999999999999,
01:06,0,0,0,2.8000000000000003,0,0,497.40000000000003,418,181.8,761.5999999999999,0,0,100.6,0,0,731.2,
01:07,0,0,0,8.6,0,0,523,428,197,754.6,0,0,105.4,0,0,853.8000000000001,
01:08,0,0,0,0,0,0,494.20000000000005,415.59999999999997,175.4,774.2,0,0,99.8,0,0,705.6,
01:09,0,0,0,0,0,0,498.4,424.8,179.8,777,0,0,104.2,0,0,728.4,
01:10,0,0,0,0,0,0,502.59999999999997,433.4,183.6,782.8000000000001,0,0,97.6,0,0,774,
01:11,0,0,0,0,0,0,488.6,420.4,178,770.4,0,0,97.8,0,0,701.1999999999999,
01:12,0,0,0,0,0,0,486.8,425.8,180.20000000000002,772.6,0,0,96,0,0,696,
01:13,0,0,0,0,0,0,489.79999999999995,418.79999999999995,177.6,768.8,0,0,105,0,0,699,
01:14,0,0,0,0,0,0,490.8,424.8,176.6,761.4,0,0,104.60000000000001,0,0,699.4,
01:15,0,0,0,0,0,0,486.00000000000006,435.59999999999997,181.20000000000002,755.1999999999999,0,0,102.4,0,0,692.4000000000001,
01:16,0,0,0,0,0,0,488.40000000000003,435.79999999999995,182.6,758.4,0,0,107,0,0,684.8,
01:17,0,0,0,0,0,0,483.8,426.99999999999994,180.20000000000002,763.1999999999999,0,0,103.60000000000001,0,0,702.8,
01:18,0,0,0,0,0,0,485.59999999999997,436.59999999999997,179.4,756.6,0,0,104.60000000000001,0,0,698.8000000000001,
01:19,0,0,0,0,0,0,484.6,442.6,182.4,759.1999999999999,0,0,101,0,0,692.1999999999999,
01:20,0,0,0,0,0,0,491.4,441.4,182.4,761.2,0,0,103.60000000000001,0,0,684.4,
01:21,0,0,0,0,0,0,486.8,446.6,178.8,759.1999999999999,0,0,99.2,0,0,693.4,
01:22,0,0,0,0,0,0,487.8,441.4,176.4,764,0,0,99.2,0,0,690.6,
01:23,0,0,0,0,0,0,488.8,432.59999999999997,178.8,769.2,0,0,100.2,0,0,691.8000000000001,
01:24,0,0,0,0,0,0,490.8,435.59999999999997,179.4,766.2,0,0,99,0,0,691.8000000000001,
01:25,0,0,0,0,0,0,493.20000000000005,398.20000000000005,166.4,788.1999999999999,0,0,116.39999999999999,0,0,679.4,
01:26,0,0,0,0,0,0,484.8,440.8,181.4,757.5999999999999,0,0,96.39999999999999,0,0,702.8,
01:27,0,0,0,0,0,0,484.6,434.2,173.8,766.6,0,0,98.8,0,0,706,
01:28,0,0,0,0,0,0,488.2,435.20000000000005,176.6,765.8000000000001,0,0,103.4,0,0,691.4,
01:29,0,0,0,0,0,0,483,435.40000000000003,174.6,761,0,0,102,0,0,697.2,
01:30,0,0,0,0,0,0,482,436.8,177.2,762.6,0,0,100.4,0,0,691.8000000000001,
01:31,0,0,0,10,0,0,516.8000000000001,424.8,203.6,739,0,0,103.4,0,0,873.1999999999999,
01:32,0,0,0,0,0,0,483.4,431.79999999999995,178.6,769.6,0,0,93.8,0,0,695,
01:33,0,0,0,0,0,0,483.6,438.2,176.6,767.4000000000001,0,0,99.4,0,0,693.4,
01:34,0,0,0,0,0,0,481.4,443.20000000000005,178.6,762.4,0,0,101,0,0,696.8,
01:35,0,0,0,0,0,0,478,440.8,177.2,768,0,0,95.39999999999999,0,0,701.4,
01:36,0,0,0,0,0,0,482.4,444.4,179,766,0,0,98.4,0,0,694.4,
01:37,0,0,0,0,0,0,482.4,449.4,181.20000000000002,763.8,0,0,99.6,0,0,688.4000000000001,
01:38,0,0,0,0,0,0,482.2,445.4,181,758.8,0,0,101.8,0,0,693.6,
01:39,0,0,0,0,0,0,481.59999999999997,449.2,181.6,751,0,0,100.6,0,0,694.8000000000001,
01:40,0,0,0,0,0,0,480.40000000000003,442.6,179.4,762.4,0,0,101.4,0,0,692.6,
01:41,0,0,0,0,0,0,477.4,441,180.8,760.2,0,0,100,0,0,697.2,
01:42,0,0,0,0,0,0,480.40000000000003,443.6,181.8,763.4000000000001,0,0,100.4,0,0,685.8,
01:43,0,0,0,5,0,0,500.2,427.79999999999995,190,760.8,0,0,106.80000000000001,0,0,791.8000000000001,
01:44,0,0,0,7.199999999999999,0,0,503.59999999999997,421,193,742.4000000000001,0,0,105.2,0,0,778.5999999999999,
01:45,0,0,0,0,0,0,482.8,431.20000000000005,179.20000000000002,767.8,0,0,97.6,0,0,692.6,
01:46,0,0,0,0,0,0,484,421.40000000000003,177,771.8,0,0,101,0,0,698,
01:47,0,0,0,0,0,0,484.40000000000003,428.59999999999997,178.2,769.6,0,0,98,0,0,694.2,
01:48,0,0,0,0,0,0,480.19999999999993,424.6,177.2,772.8,0,0,96.6,0,0,698.6,
01:49,0,0,0,4.3999999999999995,0,0,510.40000000000003,439.40000000000003,190.2,783,0,0,96.8,0,0,827.2,
01:50,0,0,0,7.199999999999999,0,0,496.6,419.80000000000007,190,756.6,0,0,102.60000000000001,0,0,745.4,
01:51,0,0,0,0,0,0,480.40000000000003,428.8,179.8,770.2,0,0,96.8,0,0,694.6,
01:52,0,0,0,0,0,0,474,428.8,179,769.6,0,0,97,0,0,698.4,
