時間,Group1_Production_産業機械_#02,Group1_Production_産業機械_#03,Group1_Production_産業機械_#07,Group1_Production_産業機械_#13,Group2_Production_産業機械_#01,Group2_Production_産業機械_#05,Group2_Production_産業機械_#09,Group2_Production_産業機械_#10,Group2_Production_産業機械_#14,Group3_Production_産業機械_#08,Group4_Production_産業機械_#04,Group5_Production_生産機械_#06,Group6_Production_生産機械_#12,Group7_Production_製造機械_#15,Group8_Production_産業機械_#16,Group9_Production_生産機械_#11,
00:00,2172.8,1376,3858.8,3029.2000000000003,2489.2,2964.3999999999996,1861.4,3141,2691.4,803.8000000000001,393.6,294.8,1419.4,96.39999999999999,6,0,
00:01,180.6,119.19999999999999,319.6,258.59999999999997,201.2,239.4,154,261,223.60000000000002,75.6,32,26.6,120.6,12.2,0,0,
00:02,0,0.8,1.2,0,0,0,1.2,4.3999999999999995,0,0,0.8,0.6,0.2,2.4,0,0,
00:03,0,1.7999999999999998,0,0,0,0,1.4000000000000001,7.199999999999999,0,0,0.2,0.4,0,4.8,0,0.4,
00:04,0,1,0,0,0,0,1.4000000000000001,7.000000000000001,0,0,0.4,0.6,0,2.8000000000000003,0,0,
00:05,0,1.6,0.6,0,0,0,1.2,5.6000000000000005,0,0,0.4,0.2,0,3,0,0,
00:06,0,1.6,0,0,0,0,1.2,6,0,0,0.4,0.2,0,3.5999999999999996,0,0.2,
00:07,0,2.1999999999999997,0.2,0,0,0,1,4.8,0,0,0.8,0.4,0,4,0,0,
00:08,0,1.6,0,0,0,0,0.8,6.2,0,0,0.6,0.8,0,3.4000000000000004,0,0,
00:09,0,2.4,2.1999999999999997,0,0,0,1.6,4,0,0,0.8,0,0,4.6,0,0.4,
00:10,0,2,0,0,0,0,1.4000000000000001,6.6000000000000005,0,0,0,0.4,0,5.800000000000001,0,1,
00:11,0,1.4000000000000001,0,0,0,0,1.4000000000000001,5.800000000000001,0,0,0.2,0.4,0,4.3999999999999995,0,0,
00:12,0.2,2.8000000000000003,1.2,0,0,0,0.8,5.2,0,0,0.2,0,0,4.3999999999999995,0,0.6,
00:13,0,2,0,0,0,0,0.8,4.8,0,0,0.6,0.2,0,5.2,0,0.4,
00:14,0,2,0,0,0,0,1.4000000000000001,6.800000000000001,0,0,0.6,0.2,0,3.2,0,0,
00:15,0,1,0,0,0,0,0.8,12.6,0,0,0,0.4,0,2.4,0,0,
00:16,0,0.8,0,0,0,0,0.6,11.799999999999999,0,0.2,0.6,0.4,0,1,0,0.6,
00:17,0,1.2,0.2,0,0.8,0,1,11.799999999999999,0,0.2,0,0.2,0,1.2,0,0.4,
00:18,0,0.4,0.4,0,0,0,0.4,12.4,0,0,0.6,0.4,0,1.2,0,0.2,
00:19,0,1,0.2,0,0,0.2,1,11.4,0,0,0,0.8,0.2,1.6,0,0,
00:20,0,0.8,0,0,0,0,0.4,9,0,0,0.2,2.6,0,3.2,0,0.8,
00:21,0,1.6,0,0,0,0,1,12,0,0.2,0.2,0.2,0,2.6,0,1,
00:22,0,1.4000000000000001,0,0,0,0,0.4,13.600000000000001,0,0,0,0.6,0,2.4,0,0.2,
00:23,0,0.4,0,0,0,0,0.2,14.6,0,0,0,0.2,0,1,0,0,
00:24,0,0,2.4,0,0,0,0.4,1.2,0,0,0.6,8.799999999999999,0,0,0,0.2,
00:25,0,0,2.4,0,0,0.4,0.2,1.2,0,0,0.4,9.8,0,0,0,0,
00:26,0,0,1,0,0,0,0,3.2,0,0,0.4,9.8,0,0,0,0.2,
00:27,0,0,0,0,0,0.2,0,2.6,0,0.6,1.2,9.6,0,0,0,0.8,
00:28,0,0,1.2,0,0,0,0,2.6,0,0,1.6,11.600000000000001,0,0,0,0.4,
00:29,0,0,1.6,0,0,0,0,5.4,0,0,1,12.6,0,0,0,0,
00:30,0,0,0.8,0,0,0,0,1.7999999999999998,0,0,2,14.399999999999999,0,0,0,0.4,
00:31,0,0,0,0,0,0,0,2.6,0,0,2.8000000000000003,13.600000000000001,0,0,0,0.8,
00:32,0,0.2,0,0,0,0,0,3,0,0,2.4,14.2,0,0,0,0.6,
00:33,0,0,0.4,0,0,0,0,1.6,0,0,3,14.799999999999999,0,0,0,0.4,
00:34,0,0,0.6,0,0,0,0,1.2,0,0,3,15.8,0,0.8,0,0.4,
00:35,0,0,0,0,0,0,0,0.8,0,0,4.6,15.4,0,0.6,0,1.4000000000000001,
00:36,0,0.4,0,0,0,0,0,0.6,0,0,5,15.4,0,0.6,0,0.6,
00:37,0.2,0.2,0,0,0,0,0,0.2,0,0,6,14.000000000000002,0,1.6,0,1,
00:38,0.2,0,0,0,0,0.4,0,0,0,0,5.6000000000000005,15.6,0,2,0,1.4000000000000001,
00:39,0,0,0,0,0,0,0,0.4,0,0,4.6,15.4,0,0.8,0,0.6,
