時間,Group1_Production_包装機(産業機械)_#06,Group1_Production_包装機(産業機械)_#16,Group2_Production_産業機械_#04,Group2_Production_産業機械_#05,Group2_Production_産業機械_#08,Group2_Production_産業機械_#11,Group2_Production_産業機械_#13,Group3_Production_成形機(産業機械)_#02,Group4_Production_産業機械_#03,Group4_Production_産業機械_#09,Group4_Production_産業機械_#12,Group5_Production_産業機械_#14,Group6_Production_産業機械_#01,Group7_Production_産業機械_#07,Group8_Production_産業機械_#15,Group9_Production_産業機械_#10,
00:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:54,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,
00:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:57,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,
00:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:59,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,
01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:01,0,0,0,0,0,0,0,0,0,0,0.2,0,0.4,0,0,0,
01:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:08,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0.2,0,
01:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:24,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.2,0,0,
01:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:28,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.2,0,0.2,
01:29,0,0,0,0,0,0,0.4,0,0,0,0,0.2,0,0.2,0,0,
01:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:34,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,
01:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:49,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,
01:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:07,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,
02:08,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,
02:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:53,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.2,0,
02:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:05,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,
03:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:25,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,
03:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:29,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,
03:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:42,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,
03:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:04,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,
04:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:06,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,
04:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:12,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,
04:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:19,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,
04:20,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,
04:21,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,
04:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:30,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,
04:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:53,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,
04:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
04:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:08,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,
05:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:14,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,
05:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:18,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,
05:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:23,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,
05:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:32,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,
05:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05:35,856.8,0,698.6,416.2,624.4,480,811.8000000000001,331.8,778.5999999999999,1262.8,218.00000000000003,117,20.4,36.199999999999996,8,35.6,
05:36,1008.4,0.4,1005.5999999999999,521.4000000000001,770.4,583,1049,576,1053.4,1558.2,291,180.20000000000002,74.8,54.6,12.2,37.4,
05:37,1015.6,0.6,1165.1999999999998,578,836.5999999999999,656.4,1120.6,732.4,1152.8,1639.3999999999999,329,203.79999999999998,120.39999999999999,65.60000000000001,12.4,37.6,
05:38,989.1999999999999,0.6,1193.8,578.5999999999999,821.0000000000001,660.4,1121.2,718.8,1204.6,1675,324.2,236,88.8,49.2,21,37.8,
05:39,975.4,0.4,1198,578.4,826.4,653.2,1114.8,740.8000000000001,1220.6,1675.6,329.8,239.4,86.4,51.2,23.400000000000002,38,
05:40,986.5999999999999,0.4,1203,579.1999999999999,834,640.2,1125.6,754.6,1209.2,1661.6,320.2,237,100.6,56.39999999999999,26,32.2,
05:41,993.6,0.4,1235.6,602.4,861.2,642.8,1144.2,826.2,1244.8,1673.9999999999998,317.4,237.8,110.00000000000001,57.599999999999994,32.2,31.4,
05:42,974,0.4,1292,619,884,672.6,1174.4,886.2,1254.4,1657.4,335.40000000000003,250.4,156.4,56.00000000000001,31,27.800000000000004,
05:43,961.8000000000001,0.4,1202.3999999999999,582.2,839.4,632.8000000000001,1120.4,771,1219,1660.2,310.40000000000003,246.4,99,54.2,26.8,32.2,
05:44,917,0,1205.6,567.4000000000001,830.1999999999999,635.2,1104.8,809.8000000000001,1267,1675.6,315,261,70,51,33.6,34.2,
05:45,938.1999999999999,0,1182.8,559.4,836.9999999999999,645,1104,780.6,1249.4,1688.2,323.4,242.60000000000002,50.8,63.2,33,33.800000000000004,
