時間,Group1_Production_産業機械_#06,Group2_Production_産業機械_#09,Group3_Production_産業機械_#01,Group3_Production_産業機械_#03,Group3_Production_産業機械_#12,Group3_Production_産業機械_#14,Group3_Production_産業機械_#15,Group4_Production_産業機械_#04,Group4_Production_産業機械_#10,Group5_Production_製造機械_#02,Group5_Production_製造機械_#08,Group5_Production_製造機械_#13,Group6_Production_産業機械_#05,Group6_Production_産業機械_#07,Group6_Production_産業機械_#11,Group7_Production_産業機械_#16,
00:00,16.2,0.2,13.4,14.799999999999999,0,76.6,0,0,0,0.6,0,12,0,0.6,29.4,0,
00:01,16.6,0.8,13.600000000000001,15.4,0,77.2,0,0,0,0.8,0,11.799999999999999,0,0,29.2,0,
00:02,16.2,0,13,15,0,77,0,0,0,0.6,0,12.2,0,0,28.999999999999996,0,
00:03,16.8,0.8,13.600000000000001,15.8,0,77.2,0,0,0,0.8,0,12,0,0,28.999999999999996,0,
00:04,17,1.2,13,15.6,0,77.60000000000001,0,0,0,1,0,12.2,0,0,28.599999999999998,0,
00:05,17.2,1.2,13,16,0,77.60000000000001,0,0,0,1,0,12.2,0,0,28.599999999999998,0,
00:06,16.6,0.6,13.4,15.4,0,77.60000000000001,0,0,0,0.8,0,12,0,0,28.999999999999996,0,
00:07,16.6,0.6,13,15.4,0,77.2,0,0,0,0.8,0,12.2,0,0.2,28.799999999999997,0,
00:08,17,1.4000000000000001,13.200000000000001,15.4,0,77.8,0,0,0,1,0,12,0,0,28.799999999999997,0,
00:09,16.400000000000002,0.2,13.200000000000001,15,0,76.8,0,0,0,0.6,0,12.2,0,0,29.2,0,
00:10,17,1.2,12.8,15.6,0,78.2,0,0,0,1,0,12.4,0,0,28.599999999999998,0,
00:11,17,1,13.600000000000001,15.8,0,77.8,0,0,0,0.8,0,12.2,0,0,28.599999999999998,0,
00:12,16.8,1.2,13,15.8,0,78.2,0,0,0,1,0,12.2,0,0.2,28.799999999999997,0,
00:13,16.8,1.2,13.600000000000001,15.4,0,78,0,0,0,1,0,12,0,0,28.799999999999997,0,
00:14,17,1,13.4,15.8,0,77.60000000000001,0,0,0,1,0,12,0,0,28.799999999999997,0,
00:15,17,0.8,13.8,15.2,0,77.4,0,0,0,0.8,0,12.4,0,0.2,28.799999999999997,0,
00:16,17,1.4000000000000001,13.200000000000001,15.8,0,78.2,0,0,0,1,0,12,0,0,28.799999999999997,0,
00:17,16.8,1.2,13.200000000000001,15.6,0.2,77.60000000000001,0,0,0,1,0,11.799999999999999,0,0,28.4,0,
00:18,16.6,1.4000000000000001,12.8,15.8,0,77.8,0,0,0,1,0,11.799999999999999,0,0,28.599999999999998,0,
00:19,17,1.2,12.8,15.8,0,77.60000000000001,0,0,0,1,0,12.2,0,0,28.4,0,
00:20,17.2,1,13.200000000000001,16,0,77.2,0,0,0,1,0,12.2,0,0,28.599999999999998,0,
00:21,16.8,1.2,13.200000000000001,15.8,0.2,78.2,0,0,0,1,0,12,0,0,28.599999999999998,0,
00:22,16.6,0.6,13.200000000000001,15.6,0,77,0,0,0,0.8,0,12,0,0,28.999999999999996,0,
00:23,16.2,0,13.600000000000001,15,0,76.6,0,0,0,0.6,0,11.600000000000001,0,0.2,29.799999999999997,0,
00:24,16.2,0,13.4,14.799999999999999,0,75.6,0,0,0,0.4,0,11.799999999999999,0,0.8,29.599999999999998,0,
00:25,17,1,13.4,15.8,0.2,77.60000000000001,0,0,0,1,0,12,0,0,28.999999999999996,0,
00:26,17,1.2,13.4,15.8,0,77.4,0,0,0,1,0,12,0,0,28.799999999999997,0,
00:27,16.8,1,13.600000000000001,16.2,0.2,77.8,0,0,0,1,0,11.799999999999999,0,0,28.999999999999996,0,
00:28,17,1.2,13.600000000000001,15.4,0.2,77,0,0,0,1,0,12,0,0.2,28.799999999999997,0,
00:29,16.8,0.8,13.4,15.6,0,77.4,0,0,0,1,0,12.2,0,0,28.4,0,
00:30,16.8,1.4000000000000001,13.4,15.6,0,77.60000000000001,0,0,0,1,0,11.799999999999999,0,0,29.4,0,
00:31,16.6,1,13,15.2,0,77.60000000000001,0,0,0,0.8,0,12,0,0,28.799999999999997,0,
