時間,Group1_AI分析中#08,Group2_AI分析中#05,Group3_AI分析中#02,Group4_AI分析中#03,Group4_AI分析中#07,Group5_AI分析中#01,Group5_AI分析中#04,Group5_AI分析中#06,
00:00,0,106.2,162.20000000000002,48,789,8356,883,333,
00:01,0,105.4,168.79999999999998,49.8,814.8,8341.6,854.4000000000001,337.8,
00:02,0,98,148,63.4,847.8,8307.2,840,331.2,
00:03,0,81.8,135,81.39999999999999,914.8,8249.800000000001,847.0000000000001,345.2,
00:04,0,81.2,144.6,87.4,922.0000000000001,8266,823,342,
00:05,0,84.39999999999999,143.2,70,857.6,8174.8,876.4,321.4,
00:06,0,85.8,162.20000000000002,55.2,928.4000000000001,8151.4,886.5999999999999,322.40000000000003,
00:07,0,74.8,147.4,28.000000000000004,767.1999999999999,7359.8,784.1999999999999,285.40000000000003,
00:08,0,66.60000000000001,128,39.2,824.8,7265.6,784.6,285,
00:09,0,68.4,133.6,36.6,798.8000000000001,7300.2,787.2,288.4,
00:10,0,63.4,131.6,42,826.8000000000001,7302.4,793,292,
00:11,0,69.19999999999999,144.2,38.4,796.6,7326.000000000001,757.8000000000001,285.2,
00:12,0,64.8,144.79999999999998,40,790.6,7310.8,769.2,290.8,
00:13,0,66.8,137.79999999999998,33,799.2,7314.400000000001,778.5999999999999,291.40000000000003,
00:14,0,56.39999999999999,126.2,49.4,833,7299.8,775.4,295.2,
00:15,0,49.8,114.99999999999999,53.800000000000004,865.1999999999999,7253.2,794.4,297.6,
00:16,0,73.2,127,58.8,725.6,7352.200000000001,762.8,299.2,
00:17,0,61.199999999999996,121.2,49,812.8,7298.4,792.1999999999999,290.4,
00:18,0,65.8,121,45.800000000000004,803.4000000000001,7315.6,765.2,298.6,
00:19,0,67.80000000000001,121.6,34.4,800.2,7301.6,796.4000000000001,290.6,
00:20,0,77.4,124.4,33.4,778.8000000000001,7375.2,767,295.2,
00:21,0,61.4,130,51.800000000000004,830.5999999999999,7328.2,770.8000000000001,309.2,
00:22,0,67,117.19999999999999,37.2,789,7248.6,814.4,287.40000000000003,
00:23,0,14.799999999999999,71,19.8,299.6,2383.2000000000003,247.2,97.8,
00:24,0,0,0,0,0,0,0,0,
00:25,0,0,0.4,0,0,0,0.2,0.2,
00:26,0,0,0.4,0,0,0,0.2,0.2,
00:27,0,0,0,0,0,0,0,0,
00:28,0,0,0.4,0,0,0,0.2,0.2,
00:29,0,0,0,0,0,0,0,0,
00:30,0,0,0,0,0,0,0,0,
00:31,0,0,0,0,0,0,0,0,
00:32,0,0,0,0,0,0,0,0,
00:33,0,0,0,0,0,0,0,0,
00:34,0,0,0,0,0,0,0,0,
00:35,0,0,0,0,0,0,0,0,
00:36,0,0,0,0,0,0,0,0,
00:37,0,0,0,0,0,0,0,0,
00:38,0,0,0.4,0,0,0,0.2,0.2,
00:39,0,0,0,0,0,0,0,0,
00:40,0,0,0,0,0,0,0,0,
00:41,0,0,0.4,0,0,0,0.2,0.2,
00:42,0,0,0,0,0,0,0,0,
00:43,0,0,0,0,0,0,0,0,
00:44,0,0,0,0,0,0,0,0,
00:45,0,0,0,0,0,0,0,0,
00:46,0,0,0,0,0,0,0,0,
00:47,0,0,0,0,0,0,0,0,
00:48,0,0,0,0,0,0,0,0,
00:49,0,0,0,0,0,0,0,0,
00:50,0,0,0,0,0,0,0,0,
00:51,0,0,0,0,0,0,0,0,
00:52,0,0,0.4,0,0,0,0.2,0.2,
00:53,0,0,0,0,0,0,0,0,
00:54,0,0,0.4,0,0,0,0.2,0.2,
00:55,0,0,0,0,0,0,0,0,
00:56,0,0,0,0,0,0,0,0,
00:57,0,0,0,0,0,0,0,0,
00:58,0,0,0.4,0,0,0,0.2,0.2,
